shuffling training dataset in 81.40 ms (epoch=0)
  0 6065.00 ms run, 6064.03 ms python,    0.97 ms CUDA, 1187.85 loss, 0.000015 LR, 1.68 GB used,    117.11 GFLOPS,    710.26 GOPS
 18   75.21 ms run,    6.93 ms python,   68.27 ms CUDA, 1012.75 loss, 0.000284 LR, 2.89 GB used,   8707.81 GFLOPS,    654.88 GOPS
 19   75.09 ms run,    7.03 ms python,   68.06 ms CUDA,  998.00 loss, 0.000299 LR, 2.89 GB used,   8721.50 GFLOPS,    654.88 GOPS
 20   74.71 ms run,    6.70 ms python,   68.01 ms CUDA,  986.23 loss, 0.000314 LR, 2.89 GB used,   8765.10 GFLOPS,    654.88 GOPS
 21   74.83 ms run,    7.81 ms python,   67.02 ms CUDA,  973.47 loss, 0.000329 LR, 2.89 GB used,   8751.46 GFLOPS,    654.88 GOPS
 22   76.29 ms run,    8.81 ms python,   67.49 ms CUDA,  963.80 loss, 0.000344 LR, 2.89 GB used,   8583.53 GFLOPS,    654.88 GOPS
 23   74.39 ms run,    6.97 ms python,   67.42 ms CUDA,  955.50 loss, 0.000359 LR, 2.89 GB used,   8803.17 GFLOPS,    654.88 GOPS
 24   74.30 ms run,    6.82 ms python,   67.48 ms CUDA,  938.07 loss, 0.000374 LR, 2.89 GB used,   8813.70 GFLOPS,    654.88 GOPS
 25   74.61 ms run,    7.02 ms python,   67.60 ms CUDA,  983.66 loss, 0.000389 LR, 2.89 GB used,   8776.91 GFLOPS,    654.88 GOPS
 26   74.86 ms run,    6.85 ms python,   68.02 ms CUDA, 1006.06 loss, 0.000404 LR, 2.89 GB used,   8747.88 GFLOPS,    654.88 GOPS
 27   74.98 ms run,    7.00 ms python,   67.98 ms CUDA,  944.68 loss, 0.000418 LR, 2.89 GB used,   8733.81 GFLOPS,    654.88 GOPS
 28   74.75 ms run,    6.72 ms python,   68.04 ms CUDA,  976.29 loss, 0.000433 LR, 2.89 GB used,   8760.39 GFLOPS,    654.88 GOPS
 29   74.48 ms run,    6.93 ms python,   67.55 ms CUDA, 1019.61 loss, 0.000448 LR, 2.89 GB used,   8792.65 GFLOPS,    654.88 GOPS
 30   73.95 ms run,    6.41 ms python,   67.53 ms CUDA,  964.50 loss, 0.000463 LR, 2.89 GB used,   8856.14 GFLOPS,    654.88 GOPS
 31   75.23 ms run,    6.96 ms python,   68.27 ms CUDA,  908.56 loss, 0.000478 LR, 2.89 GB used,   8704.88 GFLOPS,    654.88 GOPS
 32   75.59 ms run,    6.97 ms python,   68.63 ms CUDA,  898.60 loss, 0.000493 LR, 2.89 GB used,   8663.29 GFLOPS,    654.88 GOPS
 33   74.96 ms run,    6.86 ms python,   68.10 ms CUDA,  912.23 loss, 0.000508 LR, 2.89 GB used,   8736.48 GFLOPS,    654.88 GOPS
 34   74.19 ms run,    6.91 ms python,   67.28 ms CUDA,  879.14 loss, 0.000523 LR, 2.89 GB used,   8826.94 GFLOPS,    654.88 GOPS
 35   74.43 ms run,    7.12 ms python,   67.31 ms CUDA,  883.11 loss, 0.000538 LR, 2.89 GB used,   8798.84 GFLOPS,    654.88 GOPS
 36   75.49 ms run,    7.01 ms python,   68.48 ms CUDA,  881.15 loss, 0.000553 LR, 2.89 GB used,   8675.19 GFLOPS,    654.88 GOPS
 37   75.48 ms run,    7.00 ms python,   68.48 ms CUDA,  897.87 loss, 0.000568 LR, 2.89 GB used,   8676.29 GFLOPS,    654.88 GOPS
 38   74.30 ms run,    6.94 ms python,   67.36 ms CUDA,  875.87 loss, 0.000583 LR, 2.89 GB used,   8813.88 GFLOPS,    654.88 GOPS
 39   74.22 ms run,    7.04 ms python,   67.18 ms CUDA,  885.08 loss, 0.000598 LR, 2.89 GB used,   8823.35 GFLOPS,    654.88 GOPS
 40   74.63 ms run,    6.67 ms python,   67.96 ms CUDA,  870.48 loss, 0.000613 LR, 2.89 GB used,   8774.63 GFLOPS,    654.88 GOPS
 41   76.56 ms run,    7.58 ms python,   68.98 ms CUDA,  836.67 loss, 0.000628 LR, 2.89 GB used,   8553.72 GFLOPS,    654.88 GOPS
 42   74.22 ms run,    6.94 ms python,   67.28 ms CUDA,  844.91 loss, 0.000643 LR, 2.89 GB used,   8823.72 GFLOPS,    654.88 GOPS
 43   75.03 ms run,    7.08 ms python,   67.95 ms CUDA,  832.24 loss, 0.000658 LR, 2.89 GB used,   8728.46 GFLOPS,    654.88 GOPS
 44   75.20 ms run,    6.80 ms python,   68.41 ms CUDA,  844.83 loss, 0.000673 LR, 2.89 GB used,   8708.18 GFLOPS,    654.88 GOPS
 45   75.45 ms run,    6.98 ms python,   68.46 ms CUDA,  883.37 loss, 0.000688 LR, 2.89 GB used,   8680.05 GFLOPS,    654.88 GOPS
 46   74.14 ms run,    7.04 ms python,   67.10 ms CUDA,  873.50 loss, 0.000702 LR, 2.89 GB used,   8833.31 GFLOPS,    654.88 GOPS
 47   74.26 ms run,    7.22 ms python,   67.04 ms CUDA,  846.05 loss, 0.000717 LR, 2.89 GB used,   8819.09 GFLOPS,    654.88 GOPS
 48   74.88 ms run,    6.87 ms python,   68.00 ms CUDA,  839.02 loss, 0.000732 LR, 2.89 GB used,   8745.93 GFLOPS,    654.88 GOPS
 49   76.30 ms run,    6.90 ms python,   69.40 ms CUDA,  823.00 loss, 0.000747 LR, 2.89 GB used,   8583.05 GFLOPS,    654.88 GOPS
 50   74.44 ms run,    6.97 ms python,   67.47 ms CUDA,  863.94 loss, 0.000762 LR, 2.89 GB used,   8797.91 GFLOPS,    654.88 GOPS
 51   74.96 ms run,    6.92 ms python,   68.04 ms CUDA,  833.76 loss, 0.000777 LR, 2.89 GB used,   8736.51 GFLOPS,    654.88 GOPS
 52   75.35 ms run,    6.74 ms python,   68.62 ms CUDA,  821.72 loss, 0.000792 LR, 2.89 GB used,   8690.76 GFLOPS,    654.88 GOPS
 53   75.68 ms run,    6.97 ms python,   68.70 ms CUDA,  815.48 loss, 0.000807 LR, 2.89 GB used,   8653.70 GFLOPS,    654.88 GOPS
 54   74.06 ms run,    6.73 ms python,   67.33 ms CUDA,  814.97 loss, 0.000822 LR, 2.89 GB used,   8842.47 GFLOPS,    654.88 GOPS
 55   74.28 ms run,    6.87 ms python,   67.41 ms CUDA,  792.60 loss, 0.000837 LR, 2.89 GB used,   8816.00 GFLOPS,    654.88 GOPS
 56   74.57 ms run,    6.62 ms python,   67.95 ms CUDA,  800.12 loss, 0.000852 LR, 2.89 GB used,   8781.81 GFLOPS,    654.88 GOPS
 57   76.51 ms run,    7.44 ms python,   69.07 ms CUDA,  773.95 loss, 0.000867 LR, 2.89 GB used,   8559.00 GFLOPS,    654.88 GOPS
 58   74.30 ms run,    6.99 ms python,   67.31 ms CUDA,  770.33 loss, 0.000882 LR, 2.89 GB used,   8813.51 GFLOPS,    654.88 GOPS
 59   75.06 ms run,    6.99 ms python,   68.08 ms CUDA,  781.78 loss, 0.000897 LR, 2.89 GB used,   8724.42 GFLOPS,    654.88 GOPS
 60   75.38 ms run,    6.94 ms python,   68.44 ms CUDA,  810.64 loss, 0.000912 LR, 2.89 GB used,   8687.69 GFLOPS,    654.88 GOPS
 61   75.76 ms run,    7.02 ms python,   68.73 ms CUDA,  800.76 loss, 0.000927 LR, 2.89 GB used,   8644.53 GFLOPS,    654.88 GOPS
 62   74.64 ms run,    6.86 ms python,   67.78 ms CUDA,  817.49 loss, 0.000942 LR, 2.89 GB used,   8773.68 GFLOPS,    654.88 GOPS
 63   74.36 ms run,    6.96 ms python,   67.40 ms CUDA,  793.72 loss, 0.000957 LR, 2.89 GB used,   8806.62 GFLOPS,    654.88 GOPS
 64   75.50 ms run,    6.96 ms python,   68.54 ms CUDA,  798.77 loss, 0.000971 LR, 2.89 GB used,   8673.52 GFLOPS,    654.88 GOPS
 65   75.57 ms run,    6.98 ms python,   68.59 ms CUDA,  794.14 loss, 0.000986 LR, 2.89 GB used,   8666.01 GFLOPS,    654.88 GOPS
 66   74.64 ms run,    6.88 ms python,   67.76 ms CUDA,  786.88 loss, 0.001001 LR, 2.89 GB used,   8773.74 GFLOPS,    654.88 GOPS
 67   75.15 ms run,    7.03 ms python,   68.13 ms CUDA,  762.05 loss, 0.001016 LR, 2.89 GB used,   8713.77 GFLOPS,    654.88 GOPS
 68   75.58 ms run,    7.03 ms python,   68.55 ms CUDA,  768.87 loss, 0.001031 LR, 2.89 GB used,   8664.52 GFLOPS,    654.88 GOPS
 69   75.02 ms run,    7.12 ms python,   67.90 ms CUDA,  744.20 loss, 0.001046 LR, 2.89 GB used,   8728.95 GFLOPS,    654.88 GOPS
 70   74.67 ms run,    6.63 ms python,   68.04 ms CUDA,  752.44 loss, 0.001061 LR, 2.89 GB used,   8770.21 GFLOPS,    654.88 GOPS
 71   74.86 ms run,    6.86 ms python,   68.00 ms CUDA,  736.42 loss, 0.001076 LR, 2.89 GB used,   8747.56 GFLOPS,    654.88 GOPS
 72   75.35 ms run,    6.87 ms python,   68.48 ms CUDA,  734.97 loss, 0.001091 LR, 2.89 GB used,   8691.15 GFLOPS,    654.88 GOPS
 73   75.34 ms run,    7.40 ms python,   67.94 ms CUDA,  703.90 loss, 0.001106 LR, 2.89 GB used,   8692.71 GFLOPS,    654.88 GOPS
 74   74.74 ms run,    6.65 ms python,   68.09 ms CUDA,  747.66 loss, 0.001121 LR, 2.89 GB used,   8762.09 GFLOPS,    654.88 GOPS
 75   75.21 ms run,    7.15 ms python,   68.06 ms CUDA,  770.14 loss, 0.001136 LR, 2.89 GB used,   8707.47 GFLOPS,    654.88 GOPS
 76   74.87 ms run,    6.41 ms python,   68.46 ms CUDA,  731.96 loss, 0.001151 LR, 2.89 GB used,   8746.77 GFLOPS,    654.88 GOPS
 77   74.93 ms run,    7.00 ms python,   67.94 ms CUDA,  736.96 loss, 0.001166 LR, 2.89 GB used,   8739.79 GFLOPS,    654.88 GOPS
 78   74.80 ms run,    6.87 ms python,   67.93 ms CUDA,  721.05 loss, 0.001181 LR, 2.89 GB used,   8755.13 GFLOPS,    654.88 GOPS
 79   74.96 ms run,    7.13 ms python,   67.83 ms CUDA,  717.49 loss, 0.001196 LR, 2.89 GB used,   8736.46 GFLOPS,    654.88 GOPS
 80   75.49 ms run,    7.12 ms python,   68.37 ms CUDA,  725.94 loss, 0.001211 LR, 2.89 GB used,   8675.05 GFLOPS,    654.88 GOPS
 81   74.98 ms run,    7.02 ms python,   67.96 ms CUDA,  728.64 loss, 0.001226 LR, 2.89 GB used,   8734.35 GFLOPS,    654.88 GOPS
 82   75.02 ms run,    6.83 ms python,   68.19 ms CUDA,  721.85 loss, 0.001240 LR, 2.89 GB used,   8729.58 GFLOPS,    654.88 GOPS
 83   75.34 ms run,    7.04 ms python,   68.31 ms CUDA,  744.87 loss, 0.001255 LR, 2.89 GB used,   8691.84 GFLOPS,    654.88 GOPS
 84   75.26 ms run,    7.07 ms python,   68.19 ms CUDA,  763.84 loss, 0.001270 LR, 2.89 GB used,   8701.13 GFLOPS,    654.88 GOPS
 85   74.86 ms run,    7.13 ms python,   67.73 ms CUDA,  761.82 loss, 0.001285 LR, 2.89 GB used,   8748.07 GFLOPS,    654.88 GOPS
 86   75.28 ms run,    6.85 ms python,   68.44 ms CUDA,  717.56 loss, 0.001300 LR, 2.89 GB used,   8698.67 GFLOPS,    654.88 GOPS
 87   75.13 ms run,    7.03 ms python,   68.09 ms CUDA,  734.67 loss, 0.001315 LR, 2.89 GB used,   8716.92 GFLOPS,    654.88 GOPS
 88   74.85 ms run,    6.95 ms python,   67.89 ms CUDA,  735.22 loss, 0.001330 LR, 2.89 GB used,   8749.51 GFLOPS,    654.88 GOPS
 89   75.08 ms run,    7.56 ms python,   67.52 ms CUDA,  718.43 loss, 0.001345 LR, 2.89 GB used,   8722.74 GFLOPS,    654.88 GOPS
 90   75.95 ms run,    7.06 ms python,   68.89 ms CUDA,  714.76 loss, 0.001360 LR, 2.89 GB used,   8622.05 GFLOPS,    654.88 GOPS
 91   74.68 ms run,    6.89 ms python,   67.79 ms CUDA,  704.64 loss, 0.001375 LR, 2.89 GB used,   8768.93 GFLOPS,    654.88 GOPS
 92   78.78 ms run,   11.20 ms python,   67.58 ms CUDA,  707.62 loss, 0.001390 LR, 2.89 GB used,   8312.68 GFLOPS,    654.88 GOPS
 93   75.12 ms run,    7.10 ms python,   68.01 ms CUDA,  725.52 loss, 0.001405 LR, 2.89 GB used,   8718.22 GFLOPS,    654.88 GOPS
 94   74.54 ms run,    7.00 ms python,   67.55 ms CUDA,  725.79 loss, 0.001420 LR, 2.89 GB used,   8785.14 GFLOPS,    654.88 GOPS
 95   75.45 ms run,    7.10 ms python,   68.36 ms CUDA,  740.21 loss, 0.001435 LR, 2.89 GB used,   8679.46 GFLOPS,    654.88 GOPS
 96   75.08 ms run,    6.98 ms python,   68.10 ms CUDA,  703.56 loss, 0.001450 LR, 2.89 GB used,   8721.94 GFLOPS,    654.88 GOPS
 97   75.12 ms run,    7.04 ms python,   68.08 ms CUDA,  673.92 loss, 0.001465 LR, 2.89 GB used,   8717.32 GFLOPS,    654.88 GOPS
shuffling training dataset in 77.23 ms (epoch=1)
 98  499.02 ms run,  428.88 ms python,   70.13 ms CUDA,  709.09 loss, 0.001480 LR, 2.89 GB used,   1417.21 GFLOPS,    707.21 GOPS
 99   71.72 ms run,    2.57 ms python,   69.14 ms CUDA,  678.59 loss, 0.001495 LR, 2.89 GB used,   9131.58 GFLOPS,    654.88 GOPS
100   70.99 ms run,    2.57 ms python,   68.42 ms CUDA,  706.80 loss, 0.001510 LR, 2.89 GB used,   9225.39 GFLOPS,    654.88 GOPS
101   72.55 ms run,    2.53 ms python,   70.02 ms CUDA,  705.83 loss, 0.001524 LR, 2.89 GB used,   9026.82 GFLOPS,    654.88 GOPS
102   71.84 ms run,    2.54 ms python,   69.30 ms CUDA,  702.49 loss, 0.001539 LR, 2.89 GB used,   9115.82 GFLOPS,    654.88 GOPS
103   71.93 ms run,    2.50 ms python,   69.43 ms CUDA,  719.72 loss, 0.001554 LR, 2.89 GB used,   9104.11 GFLOPS,    654.88 GOPS
104   73.07 ms run,    2.55 ms python,   70.52 ms CUDA,  665.86 loss, 0.001569 LR, 2.89 GB used,   8962.41 GFLOPS,    654.88 GOPS
105   72.02 ms run,    2.61 ms python,   69.42 ms CUDA,  696.50 loss, 0.001584 LR, 2.89 GB used,   9092.38 GFLOPS,    654.88 GOPS
106   72.21 ms run,    2.58 ms python,   69.64 ms CUDA,  682.98 loss, 0.001599 LR, 2.89 GB used,   9068.81 GFLOPS,    654.88 GOPS
107   73.25 ms run,    2.61 ms python,   70.64 ms CUDA,  710.62 loss, 0.001614 LR, 2.89 GB used,   8940.76 GFLOPS,    654.88 GOPS
108   71.47 ms run,    2.31 ms python,   69.16 ms CUDA,  692.84 loss, 0.001629 LR, 2.89 GB used,   9162.93 GFLOPS,    654.88 GOPS
109   72.35 ms run,    2.56 ms python,   69.79 ms CUDA,  689.69 loss, 0.001644 LR, 2.89 GB used,   9051.93 GFLOPS,    654.88 GOPS
110   71.36 ms run,    2.46 ms python,   68.90 ms CUDA,  687.07 loss, 0.001659 LR, 2.89 GB used,   9177.52 GFLOPS,    654.88 GOPS
111   72.34 ms run,    2.55 ms python,   69.78 ms CUDA,  680.63 loss, 0.001674 LR, 2.89 GB used,   9053.10 GFLOPS,    654.88 GOPS
112   73.59 ms run,    2.57 ms python,   71.02 ms CUDA,  732.22 loss, 0.001689 LR, 2.89 GB used,   8898.60 GFLOPS,    654.88 GOPS
113   71.52 ms run,    2.54 ms python,   68.99 ms CUDA,  687.85 loss, 0.001704 LR, 2.89 GB used,   9156.00 GFLOPS,    654.88 GOPS
114   72.50 ms run,    2.51 ms python,   69.99 ms CUDA,  665.37 loss, 0.001719 LR, 2.89 GB used,   9032.82 GFLOPS,    654.88 GOPS
115   71.78 ms run,    2.43 ms python,   69.35 ms CUDA,  659.11 loss, 0.001734 LR, 2.89 GB used,   9123.34 GFLOPS,    654.88 GOPS
116   71.89 ms run,    2.53 ms python,   69.36 ms CUDA,  669.69 loss, 0.001749 LR, 2.89 GB used,   9109.07 GFLOPS,    654.88 GOPS
117   73.20 ms run,    2.58 ms python,   70.62 ms CUDA,  711.31 loss, 0.001764 LR, 2.89 GB used,   8946.94 GFLOPS,    654.88 GOPS
118   71.90 ms run,    2.57 ms python,   69.34 ms CUDA,  704.03 loss, 0.001779 LR, 2.89 GB used,   9107.73 GFLOPS,    654.88 GOPS
119   72.87 ms run,    2.53 ms python,   70.33 ms CUDA,  680.86 loss, 0.001793 LR, 2.89 GB used,   8987.38 GFLOPS,    654.88 GOPS
120   73.74 ms run,    2.60 ms python,   71.13 ms CUDA,  650.72 loss, 0.001808 LR, 2.89 GB used,   8881.06 GFLOPS,    654.88 GOPS
121   71.64 ms run,    2.43 ms python,   69.21 ms CUDA,  674.89 loss, 0.001823 LR, 2.89 GB used,   9141.40 GFLOPS,    654.88 GOPS
122   72.55 ms run,    2.68 ms python,   69.87 ms CUDA,  698.53 loss, 0.001838 LR, 2.89 GB used,   9026.32 GFLOPS,    654.88 GOPS
123   71.46 ms run,    2.65 ms python,   68.81 ms CUDA,  685.47 loss, 0.001853 LR, 2.89 GB used,   9164.46 GFLOPS,    654.88 GOPS
124   72.14 ms run,    2.69 ms python,   69.45 ms CUDA,  686.20 loss, 0.001868 LR, 2.89 GB used,   9077.55 GFLOPS,    654.88 GOPS
125   73.53 ms run,    2.69 ms python,   70.84 ms CUDA,  657.11 loss, 0.001883 LR, 2.89 GB used,   8905.79 GFLOPS,    654.88 GOPS
126   71.97 ms run,    2.51 ms python,   69.46 ms CUDA,  676.89 loss, 0.001898 LR, 2.89 GB used,   9099.41 GFLOPS,    654.88 GOPS
127   72.77 ms run,    2.51 ms python,   70.26 ms CUDA,  648.31 loss, 0.001913 LR, 2.89 GB used,   8998.72 GFLOPS,    654.88 GOPS
128   73.50 ms run,    2.48 ms python,   71.02 ms CUDA,  645.06 loss, 0.001928 LR, 2.89 GB used,   8909.88 GFLOPS,    654.88 GOPS
129   71.90 ms run,    2.58 ms python,   69.32 ms CUDA,  688.14 loss, 0.001943 LR, 2.89 GB used,   9108.41 GFLOPS,    654.88 GOPS
130   72.56 ms run,    2.40 ms python,   70.16 ms CUDA,  693.22 loss, 0.001958 LR, 2.89 GB used,   9025.08 GFLOPS,    654.88 GOPS
131   71.60 ms run,    2.50 ms python,   69.10 ms CUDA,  680.53 loss, 0.001973 LR, 2.89 GB used,   9146.64 GFLOPS,    654.88 GOPS
132   72.18 ms run,    2.39 ms python,   69.80 ms CUDA,  674.01 loss, 0.001988 LR, 2.89 GB used,   9072.74 GFLOPS,    654.88 GOPS
133   73.47 ms run,    2.50 ms python,   70.96 ms CUDA,  680.39 loss, 0.002003 LR, 2.89 GB used,   8914.02 GFLOPS,    654.88 GOPS
134   71.91 ms run,    2.48 ms python,   69.42 ms CUDA,  688.74 loss, 0.002018 LR, 2.89 GB used,   9107.01 GFLOPS,    654.88 GOPS
135   72.64 ms run,    2.48 ms python,   70.16 ms CUDA,  679.98 loss, 0.002033 LR, 2.89 GB used,   9015.89 GFLOPS,    654.88 GOPS
136   73.61 ms run,    2.49 ms python,   71.11 ms CUDA,  653.13 loss, 0.002048 LR, 2.89 GB used,   8897.19 GFLOPS,    654.88 GOPS
137   71.22 ms run,    2.29 ms python,   68.93 ms CUDA,  673.91 loss, 0.002063 LR, 2.89 GB used,   9195.06 GFLOPS,    654.88 GOPS
138   72.64 ms run,    2.54 ms python,   70.11 ms CUDA,  646.48 loss, 0.002077 LR, 2.89 GB used,   9015.19 GFLOPS,    654.88 GOPS
139   71.52 ms run,    2.35 ms python,   69.17 ms CUDA,  666.49 loss, 0.002092 LR, 2.89 GB used,   9156.36 GFLOPS,    654.88 GOPS
140   72.51 ms run,    2.51 ms python,   69.99 ms CUDA,  671.75 loss, 0.002107 LR, 2.89 GB used,   9032.05 GFLOPS,    654.88 GOPS
141   73.61 ms run,    2.50 ms python,   71.12 ms CUDA,  633.08 loss, 0.002122 LR, 2.89 GB used,   8896.11 GFLOPS,    654.88 GOPS
142   71.70 ms run,    2.45 ms python,   69.25 ms CUDA,  670.76 loss, 0.002137 LR, 2.89 GB used,   9134.23 GFLOPS,    654.88 GOPS
143   72.98 ms run,    2.47 ms python,   70.51 ms CUDA,  694.43 loss, 0.002152 LR, 2.89 GB used,   8973.75 GFLOPS,    654.88 GOPS
144   73.47 ms run,    2.32 ms python,   71.14 ms CUDA,  651.26 loss, 0.002167 LR, 2.89 GB used,   8913.73 GFLOPS,    654.88 GOPS
145   71.51 ms run,    2.40 ms python,   69.11 ms CUDA,  647.56 loss, 0.002182 LR, 2.89 GB used,   9157.84 GFLOPS,    654.88 GOPS
146   72.56 ms run,    2.49 ms python,   70.07 ms CUDA,  669.48 loss, 0.002197 LR, 2.89 GB used,   9025.36 GFLOPS,    654.88 GOPS
147   71.59 ms run,    2.54 ms python,   69.06 ms CUDA,  691.67 loss, 0.002212 LR, 2.89 GB used,   9147.35 GFLOPS,    654.88 GOPS
148   72.25 ms run,    2.51 ms python,   69.73 ms CUDA,  682.47 loss, 0.002227 LR, 2.89 GB used,   9064.18 GFLOPS,    654.88 GOPS
149   73.62 ms run,    2.47 ms python,   71.14 ms CUDA,  637.63 loss, 0.002242 LR, 2.89 GB used,   8895.89 GFLOPS,    654.88 GOPS
150   71.80 ms run,    2.53 ms python,   69.27 ms CUDA,  649.80 loss, 0.002257 LR, 2.89 GB used,   9120.77 GFLOPS,    654.88 GOPS
151   72.82 ms run,    2.61 ms python,   70.21 ms CUDA,  657.17 loss, 0.002272 LR, 2.89 GB used,   8992.99 GFLOPS,    654.88 GOPS
152   73.58 ms run,    2.54 ms python,   71.04 ms CUDA,  660.39 loss, 0.002287 LR, 2.89 GB used,   8900.32 GFLOPS,    654.88 GOPS
153   72.01 ms run,    2.52 ms python,   69.49 ms CUDA,  656.64 loss, 0.002302 LR, 2.89 GB used,   9094.10 GFLOPS,    654.88 GOPS
154   72.65 ms run,    2.51 ms python,   70.14 ms CUDA,  658.31 loss, 0.002317 LR, 2.89 GB used,   9013.86 GFLOPS,    654.88 GOPS
155   71.62 ms run,    2.59 ms python,   69.02 ms CUDA,  653.89 loss, 0.002332 LR, 2.89 GB used,   9144.21 GFLOPS,    654.88 GOPS
156   72.44 ms run,    2.52 ms python,   69.92 ms CUDA,  678.64 loss, 0.002346 LR, 2.89 GB used,   9040.91 GFLOPS,    654.88 GOPS
157   73.50 ms run,    2.43 ms python,   71.08 ms CUDA,  647.29 loss, 0.002361 LR, 2.89 GB used,   8909.89 GFLOPS,    654.88 GOPS
158   71.55 ms run,    2.53 ms python,   69.02 ms CUDA,  667.66 loss, 0.002376 LR, 2.89 GB used,   9152.71 GFLOPS,    654.88 GOPS
159   72.75 ms run,    2.42 ms python,   70.34 ms CUDA,  672.76 loss, 0.002391 LR, 2.89 GB used,   9001.34 GFLOPS,    654.88 GOPS
160   73.52 ms run,    2.57 ms python,   70.95 ms CUDA,  680.75 loss, 0.002406 LR, 2.89 GB used,   8907.73 GFLOPS,    654.88 GOPS
161   71.92 ms run,    2.50 ms python,   69.42 ms CUDA,  657.79 loss, 0.002421 LR, 2.89 GB used,   9105.69 GFLOPS,    654.88 GOPS
162   72.63 ms run,    2.66 ms python,   69.97 ms CUDA,  671.63 loss, 0.002436 LR, 2.89 GB used,   9016.42 GFLOPS,    654.88 GOPS
163   71.86 ms run,    2.58 ms python,   69.29 ms CUDA,  668.42 loss, 0.002451 LR, 2.89 GB used,   9112.84 GFLOPS,    654.88 GOPS
164   72.12 ms run,    2.52 ms python,   69.60 ms CUDA,  628.91 loss, 0.002466 LR, 2.89 GB used,   9080.91 GFLOPS,    654.88 GOPS
165   73.30 ms run,    2.59 ms python,   70.71 ms CUDA,  656.85 loss, 0.002481 LR, 2.89 GB used,   8934.35 GFLOPS,    654.88 GOPS
166   71.68 ms run,    2.42 ms python,   69.27 ms CUDA,  669.54 loss, 0.002496 LR, 2.89 GB used,   9135.76 GFLOPS,    654.88 GOPS
167   72.62 ms run,    2.56 ms python,   70.06 ms CUDA,  662.17 loss, 0.002511 LR, 2.89 GB used,   9017.81 GFLOPS,    654.88 GOPS
168   73.51 ms run,    2.55 ms python,   70.96 ms CUDA,  636.91 loss, 0.002526 LR, 2.89 GB used,   8908.91 GFLOPS,    654.88 GOPS
169   71.95 ms run,    2.60 ms python,   69.36 ms CUDA,  638.75 loss, 0.002541 LR, 2.89 GB used,   9101.36 GFLOPS,    654.88 GOPS
170   72.67 ms run,    2.53 ms python,   70.14 ms CUDA,  637.06 loss, 0.002556 LR, 2.89 GB used,   9011.71 GFLOPS,    654.88 GOPS
