shuffling training dataset in 2665.80 ms (epoch=0)
  0 7268.54 ms run, 7267.57 ms python,    0.97 ms CUDA, 1185.37 loss, 0.000015 LR, 0.89 GB used,     90.56 GFLOPS,    658.26 GOPS
 19   71.88 ms run,    3.74 ms python,   68.14 ms CUDA,  987.01 loss, 0.000299 LR, 2.09 GB used,   9110.51 GFLOPS,    654.88 GOPS
 20   72.46 ms run,    3.89 ms python,   68.58 ms CUDA, 1003.74 loss, 0.000314 LR, 2.09 GB used,   9037.67 GFLOPS,    654.88 GOPS
 21   73.05 ms run,    3.70 ms python,   69.36 ms CUDA,  982.17 loss, 0.000329 LR, 2.09 GB used,   8964.38 GFLOPS,    654.88 GOPS
 22   71.93 ms run,    3.85 ms python,   68.08 ms CUDA, 1002.98 loss, 0.000344 LR, 2.09 GB used,   9104.54 GFLOPS,    654.88 GOPS
 23   72.78 ms run,    3.86 ms python,   68.92 ms CUDA,  961.67 loss, 0.000359 LR, 2.09 GB used,   8998.61 GFLOPS,    654.88 GOPS
 24   73.65 ms run,    3.86 ms python,   69.79 ms CUDA,  950.50 loss, 0.000374 LR, 2.09 GB used,   8891.60 GFLOPS,    654.88 GOPS
 25   71.93 ms run,    3.82 ms python,   68.12 ms CUDA,  948.43 loss, 0.000389 LR, 2.09 GB used,   9104.07 GFLOPS,    654.88 GOPS
 26   73.07 ms run,    3.91 ms python,   69.15 ms CUDA,  945.43 loss, 0.000404 LR, 2.09 GB used,   8962.93 GFLOPS,    654.88 GOPS
 27   71.82 ms run,    3.88 ms python,   67.95 ms CUDA,  953.29 loss, 0.000418 LR, 2.09 GB used,   9117.95 GFLOPS,    654.88 GOPS
 28   72.07 ms run,    3.87 ms python,   68.20 ms CUDA,  926.72 loss, 0.000433 LR, 2.09 GB used,   9087.06 GFLOPS,    654.88 GOPS
 29   73.03 ms run,    3.97 ms python,   69.06 ms CUDA,  882.54 loss, 0.000448 LR, 2.09 GB used,   8967.41 GFLOPS,    654.88 GOPS
 30   71.68 ms run,    3.64 ms python,   68.04 ms CUDA,  875.24 loss, 0.000463 LR, 2.09 GB used,   9136.51 GFLOPS,    654.88 GOPS
 31   72.64 ms run,    3.84 ms python,   68.80 ms CUDA,  917.86 loss, 0.000478 LR, 2.09 GB used,   9015.32 GFLOPS,    654.88 GOPS
 32   73.16 ms run,    3.84 ms python,   69.32 ms CUDA,  935.34 loss, 0.000493 LR, 2.09 GB used,   8951.79 GFLOPS,    654.88 GOPS
 33   72.01 ms run,    3.88 ms python,   68.12 ms CUDA,  886.29 loss, 0.000508 LR, 2.09 GB used,   9094.83 GFLOPS,    654.88 GOPS
 34   72.64 ms run,    3.89 ms python,   68.75 ms CUDA,  885.07 loss, 0.000523 LR, 2.09 GB used,   9015.08 GFLOPS,    654.88 GOPS
 35   72.07 ms run,    3.83 ms python,   68.24 ms CUDA,  874.65 loss, 0.000538 LR, 2.09 GB used,   9087.06 GFLOPS,    654.88 GOPS
 36   72.18 ms run,    3.81 ms python,   68.37 ms CUDA,  874.90 loss, 0.000553 LR, 2.09 GB used,   9073.37 GFLOPS,    654.88 GOPS
 37   73.27 ms run,    3.77 ms python,   69.49 ms CUDA,  908.91 loss, 0.000568 LR, 2.09 GB used,   8938.47 GFLOPS,    654.88 GOPS
 38   72.21 ms run,    3.93 ms python,   68.28 ms CUDA,  880.39 loss, 0.000583 LR, 2.09 GB used,   9069.52 GFLOPS,    654.88 GOPS
 39   72.62 ms run,    3.81 ms python,   68.81 ms CUDA,  870.75 loss, 0.000598 LR, 2.09 GB used,   9018.23 GFLOPS,    654.88 GOPS
 40   73.81 ms run,    3.88 ms python,   69.93 ms CUDA,  843.06 loss, 0.000613 LR, 2.09 GB used,   8872.36 GFLOPS,    654.88 GOPS
 41   72.01 ms run,    3.84 ms python,   68.17 ms CUDA,  871.20 loss, 0.000628 LR, 2.09 GB used,   9094.46 GFLOPS,    654.88 GOPS
 42   73.23 ms run,    3.88 ms python,   69.35 ms CUDA,  877.19 loss, 0.000643 LR, 2.09 GB used,   8942.62 GFLOPS,    654.88 GOPS
 43   72.70 ms run,    3.83 ms python,   68.87 ms CUDA,  910.27 loss, 0.000658 LR, 2.09 GB used,   9007.97 GFLOPS,    654.88 GOPS
 44   72.05 ms run,    3.86 ms python,   68.19 ms CUDA,  847.39 loss, 0.000673 LR, 2.09 GB used,   9088.65 GFLOPS,    654.88 GOPS
 45   72.59 ms run,    3.80 ms python,   68.79 ms CUDA,  853.80 loss, 0.000688 LR, 2.09 GB used,   9021.21 GFLOPS,    654.88 GOPS
 46   71.91 ms run,    3.85 ms python,   68.05 ms CUDA,  850.02 loss, 0.000702 LR, 2.09 GB used,   9107.27 GFLOPS,    654.88 GOPS
 47   72.62 ms run,    3.89 ms python,   68.73 ms CUDA,  822.08 loss, 0.000717 LR, 2.09 GB used,   9017.71 GFLOPS,    654.88 GOPS
 48   73.62 ms run,    3.91 ms python,   69.71 ms CUDA,  820.11 loss, 0.000732 LR, 2.09 GB used,   8895.61 GFLOPS,    654.88 GOPS
 49   72.05 ms run,    3.84 ms python,   68.21 ms CUDA,  803.33 loss, 0.000747 LR, 2.09 GB used,   9089.18 GFLOPS,    654.88 GOPS
 50   73.04 ms run,    3.84 ms python,   69.20 ms CUDA,  788.59 loss, 0.000762 LR, 2.09 GB used,   8966.48 GFLOPS,    654.88 GOPS
 51   73.72 ms run,    3.87 ms python,   69.85 ms CUDA,  819.25 loss, 0.000777 LR, 2.09 GB used,   8883.30 GFLOPS,    654.88 GOPS
 52   72.19 ms run,    3.65 ms python,   68.53 ms CUDA,  798.29 loss, 0.000792 LR, 2.09 GB used,   9072.01 GFLOPS,    654.88 GOPS
 53   73.07 ms run,    3.91 ms python,   69.17 ms CUDA,  759.69 loss, 0.000807 LR, 2.09 GB used,   8962.10 GFLOPS,    654.88 GOPS
 54   73.24 ms run,    3.82 ms python,   69.42 ms CUDA,  812.85 loss, 0.000822 LR, 2.09 GB used,   8941.80 GFLOPS,    654.88 GOPS
 55   72.11 ms run,    3.91 ms python,   68.20 ms CUDA,  783.94 loss, 0.000837 LR, 2.09 GB used,   9082.00 GFLOPS,    654.88 GOPS
 56   72.83 ms run,    3.88 ms python,   68.95 ms CUDA,  797.21 loss, 0.000852 LR, 2.09 GB used,   8992.34 GFLOPS,    654.88 GOPS
 57   72.14 ms run,    3.97 ms python,   68.17 ms CUDA,  766.29 loss, 0.000867 LR, 2.09 GB used,   9077.93 GFLOPS,    654.88 GOPS
 58   72.48 ms run,    3.94 ms python,   68.54 ms CUDA,  763.95 loss, 0.000882 LR, 2.09 GB used,   9034.98 GFLOPS,    654.88 GOPS
 59   73.07 ms run,    3.63 ms python,   69.45 ms CUDA,  785.17 loss, 0.000897 LR, 2.09 GB used,   8961.75 GFLOPS,    654.88 GOPS
 60   72.06 ms run,    3.85 ms python,   68.21 ms CUDA,  757.06 loss, 0.000912 LR, 2.09 GB used,   9087.84 GFLOPS,    654.88 GOPS
 61   72.86 ms run,    3.69 ms python,   69.18 ms CUDA,  779.23 loss, 0.000927 LR, 2.09 GB used,   8988.02 GFLOPS,    654.88 GOPS
 62   73.95 ms run,    3.94 ms python,   70.01 ms CUDA,  819.38 loss, 0.000942 LR, 2.09 GB used,   8855.72 GFLOPS,    654.88 GOPS
 63   72.59 ms run,    3.94 ms python,   68.64 ms CUDA,  806.86 loss, 0.000957 LR, 2.09 GB used,   9022.11 GFLOPS,    654.88 GOPS
 64   73.38 ms run,    3.87 ms python,   69.50 ms CUDA,  787.92 loss, 0.000971 LR, 2.09 GB used,   8925.00 GFLOPS,    654.88 GOPS
 65   74.04 ms run,    3.80 ms python,   70.24 ms CUDA,  774.64 loss, 0.000986 LR, 2.09 GB used,   8844.72 GFLOPS,    654.88 GOPS
 66   71.98 ms run,    3.86 ms python,   68.12 ms CUDA,  768.70 loss, 0.001001 LR, 2.09 GB used,   9097.70 GFLOPS,    654.88 GOPS
 67   73.37 ms run,    3.87 ms python,   69.50 ms CUDA,  743.81 loss, 0.001016 LR, 2.09 GB used,   8926.27 GFLOPS,    654.88 GOPS
 68   73.69 ms run,    3.86 ms python,   69.83 ms CUDA,  765.79 loss, 0.001031 LR, 2.09 GB used,   8887.18 GFLOPS,    654.88 GOPS
 69   72.30 ms run,    3.85 ms python,   68.45 ms CUDA,  778.99 loss, 0.001046 LR, 2.09 GB used,   9058.09 GFLOPS,    654.88 GOPS
 70   73.12 ms run,    3.85 ms python,   69.27 ms CUDA,  754.42 loss, 0.001061 LR, 2.09 GB used,   8956.18 GFLOPS,    654.88 GOPS
 71   72.26 ms run,    3.84 ms python,   68.42 ms CUDA,  750.47 loss, 0.001076 LR, 2.09 GB used,   9062.52 GFLOPS,    654.88 GOPS
 72   72.20 ms run,    3.79 ms python,   68.41 ms CUDA,  752.80 loss, 0.001091 LR, 2.09 GB used,   9070.34 GFLOPS,    654.88 GOPS
 73   72.92 ms run,    3.79 ms python,   69.12 ms CUDA,  781.98 loss, 0.001106 LR, 2.09 GB used,   8980.96 GFLOPS,    654.88 GOPS
 74   71.72 ms run,    3.62 ms python,   68.10 ms CUDA,  753.12 loss, 0.001121 LR, 2.09 GB used,   9130.47 GFLOPS,    654.88 GOPS
 75   72.96 ms run,    3.84 ms python,   69.12 ms CUDA,  739.17 loss, 0.001136 LR, 2.09 GB used,   8976.19 GFLOPS,    654.88 GOPS
 76   73.92 ms run,    3.87 ms python,   70.05 ms CUDA,  746.60 loss, 0.001151 LR, 2.09 GB used,   8859.33 GFLOPS,    654.88 GOPS
 77   72.18 ms run,    3.85 ms python,   68.33 ms CUDA,  719.02 loss, 0.001166 LR, 2.09 GB used,   9072.60 GFLOPS,    654.88 GOPS
 78   73.03 ms run,    3.83 ms python,   69.20 ms CUDA,  726.95 loss, 0.001181 LR, 2.09 GB used,   8967.55 GFLOPS,    654.88 GOPS
 79   74.26 ms run,    3.79 ms python,   70.48 ms CUDA,  738.33 loss, 0.001196 LR, 2.09 GB used,   8818.15 GFLOPS,    654.88 GOPS
 80   72.61 ms run,    3.83 ms python,   68.78 ms CUDA,  734.84 loss, 0.001211 LR, 2.09 GB used,   9019.16 GFLOPS,    654.88 GOPS
 81   73.19 ms run,    3.89 ms python,   69.31 ms CUDA,  702.56 loss, 0.001226 LR, 2.09 GB used,   8947.06 GFLOPS,    654.88 GOPS
 82   74.56 ms run,    3.85 ms python,   70.71 ms CUDA,  720.51 loss, 0.001240 LR, 2.09 GB used,   8783.62 GFLOPS,    654.88 GOPS
 83   72.48 ms run,    3.86 ms python,   68.63 ms CUDA,  723.37 loss, 0.001255 LR, 2.09 GB used,   9034.91 GFLOPS,    654.88 GOPS
 84   73.17 ms run,    3.84 ms python,   69.32 ms CUDA,  699.89 loss, 0.001270 LR, 2.09 GB used,   8950.38 GFLOPS,    654.88 GOPS
 85   74.00 ms run,    3.79 ms python,   70.21 ms CUDA,  688.63 loss, 0.001285 LR, 2.09 GB used,   8849.26 GFLOPS,    654.88 GOPS
 86   72.37 ms run,    3.93 ms python,   68.44 ms CUDA,  710.91 loss, 0.001300 LR, 2.09 GB used,   9049.08 GFLOPS,    654.88 GOPS
 87   73.08 ms run,    3.89 ms python,   69.19 ms CUDA,  724.09 loss, 0.001315 LR, 2.09 GB used,   8960.51 GFLOPS,    654.88 GOPS
 88   73.89 ms run,    3.89 ms python,   70.01 ms CUDA,  736.71 loss, 0.001330 LR, 2.09 GB used,   8862.59 GFLOPS,    654.88 GOPS
 89   72.52 ms run,    3.87 ms python,   68.65 ms CUDA,  702.19 loss, 0.001345 LR, 2.09 GB used,   9030.76 GFLOPS,    654.88 GOPS
 90   73.23 ms run,    3.86 ms python,   69.37 ms CUDA,  693.36 loss, 0.001360 LR, 2.09 GB used,   8942.24 GFLOPS,    654.88 GOPS
 91   73.36 ms run,    3.75 ms python,   69.61 ms CUDA,  758.85 loss, 0.001375 LR, 2.09 GB used,   8927.14 GFLOPS,    654.88 GOPS
 92   71.95 ms run,    3.86 ms python,   68.10 ms CUDA,  707.37 loss, 0.001390 LR, 2.09 GB used,   9101.63 GFLOPS,    654.88 GOPS
 93   72.80 ms run,    3.89 ms python,   68.92 ms CUDA,  706.55 loss, 0.001405 LR, 2.09 GB used,   8995.27 GFLOPS,    654.88 GOPS
 94   72.16 ms run,    3.87 ms python,   68.29 ms CUDA,  722.30 loss, 0.001420 LR, 2.09 GB used,   9075.53 GFLOPS,    654.88 GOPS
 95   72.56 ms run,    3.85 ms python,   68.71 ms CUDA,  710.65 loss, 0.001435 LR, 2.09 GB used,   9025.18 GFLOPS,    654.88 GOPS
 96   73.30 ms run,    3.70 ms python,   69.60 ms CUDA,  693.79 loss, 0.001450 LR, 2.09 GB used,   8934.70 GFLOPS,    654.88 GOPS
 97   72.50 ms run,    3.85 ms python,   68.66 ms CUDA,  669.75 loss, 0.001465 LR, 2.09 GB used,   9032.39 GFLOPS,    654.88 GOPS
shuffling training dataset in 1911.16 ms (epoch=1)
 98 1979.79 ms run, 1915.47 ms python,   64.31 ms CUDA,  716.43 loss, 0.001480 LR, 2.09 GB used,    331.54 GFLOPS,    656.38 GOPS
 99   71.58 ms run,    4.28 ms python,   67.30 ms CUDA,  721.54 loss, 0.001495 LR, 2.09 GB used,   9149.21 GFLOPS,    654.88 GOPS
100   73.45 ms run,    3.92 ms python,   69.53 ms CUDA,  693.70 loss, 0.001510 LR, 2.09 GB used,   8915.80 GFLOPS,    654.88 GOPS
101   71.87 ms run,    4.00 ms python,   67.87 ms CUDA,  739.90 loss, 0.001524 LR, 2.09 GB used,   9111.60 GFLOPS,    654.88 GOPS
102   72.90 ms run,    3.95 ms python,   68.96 ms CUDA,  697.12 loss, 0.001539 LR, 2.09 GB used,   8982.70 GFLOPS,    654.88 GOPS
103   72.17 ms run,    3.92 ms python,   68.24 ms CUDA,  680.19 loss, 0.001554 LR, 2.09 GB used,   9074.42 GFLOPS,    654.88 GOPS
104   74.96 ms run,    3.87 ms python,   71.09 ms CUDA,  677.33 loss, 0.001569 LR, 2.09 GB used,   8736.75 GFLOPS,    654.88 GOPS
105   72.76 ms run,    3.87 ms python,   68.89 ms CUDA,  685.60 loss, 0.001584 LR, 2.09 GB used,   9000.37 GFLOPS,    654.88 GOPS
106   72.31 ms run,    3.89 ms python,   68.42 ms CUDA,  704.08 loss, 0.001599 LR, 2.09 GB used,   9056.02 GFLOPS,    654.88 GOPS
107   72.11 ms run,    3.89 ms python,   68.22 ms CUDA,  672.32 loss, 0.001614 LR, 2.09 GB used,   9081.42 GFLOPS,    654.88 GOPS
108   72.84 ms run,    3.84 ms python,   69.00 ms CUDA,  672.62 loss, 0.001629 LR, 2.09 GB used,   8990.59 GFLOPS,    654.88 GOPS
109   72.16 ms run,    3.83 ms python,   68.34 ms CUDA,  675.35 loss, 0.001644 LR, 2.09 GB used,   9074.75 GFLOPS,    654.88 GOPS
110   73.07 ms run,    3.85 ms python,   69.21 ms CUDA,  691.99 loss, 0.001659 LR, 2.09 GB used,   8962.90 GFLOPS,    654.88 GOPS
111   73.69 ms run,    3.64 ms python,   70.05 ms CUDA,  677.98 loss, 0.001674 LR, 2.09 GB used,   8886.84 GFLOPS,    654.88 GOPS
112   72.18 ms run,    3.84 ms python,   68.34 ms CUDA,  699.09 loss, 0.001689 LR, 2.09 GB used,   9072.63 GFLOPS,    654.88 GOPS
113   72.67 ms run,    3.63 ms python,   69.04 ms CUDA,  698.86 loss, 0.001704 LR, 2.09 GB used,   9011.45 GFLOPS,    654.88 GOPS
114   73.46 ms run,    3.80 ms python,   69.66 ms CUDA,  687.59 loss, 0.001719 LR, 2.09 GB used,   8915.17 GFLOPS,    654.88 GOPS
115   72.11 ms run,    3.85 ms python,   68.26 ms CUDA,  684.41 loss, 0.001734 LR, 2.09 GB used,   9081.74 GFLOPS,    654.88 GOPS
116   72.82 ms run,    3.84 ms python,   68.98 ms CUDA,  668.07 loss, 0.001749 LR, 2.09 GB used,   8992.72 GFLOPS,    654.88 GOPS
117   72.42 ms run,    3.86 ms python,   68.57 ms CUDA,  697.00 loss, 0.001764 LR, 2.09 GB used,   9042.21 GFLOPS,    654.88 GOPS
118   72.50 ms run,    3.83 ms python,   68.67 ms CUDA,  664.11 loss, 0.001779 LR, 2.09 GB used,   9033.17 GFLOPS,    654.88 GOPS
119   72.90 ms run,    3.86 ms python,   69.04 ms CUDA,  668.74 loss, 0.001793 LR, 2.09 GB used,   8982.88 GFLOPS,    654.88 GOPS
120   72.31 ms run,    3.85 ms python,   68.46 ms CUDA,  677.39 loss, 0.001808 LR, 2.09 GB used,   9056.11 GFLOPS,    654.88 GOPS
121   72.97 ms run,    3.87 ms python,   69.11 ms CUDA,  647.77 loss, 0.001823 LR, 2.09 GB used,   8974.02 GFLOPS,    654.88 GOPS
122   73.87 ms run,    3.87 ms python,   70.00 ms CUDA,  664.22 loss, 0.001838 LR, 2.09 GB used,   8865.46 GFLOPS,    654.88 GOPS
123   72.53 ms run,    3.90 ms python,   68.63 ms CUDA,  675.63 loss, 0.001853 LR, 2.09 GB used,   9028.81 GFLOPS,    654.88 GOPS
124   73.01 ms run,    3.71 ms python,   69.30 ms CUDA,  667.24 loss, 0.001868 LR, 2.09 GB used,   8969.27 GFLOPS,    654.88 GOPS
125   73.81 ms run,    3.88 ms python,   69.93 ms CUDA,  660.95 loss, 0.001883 LR, 2.09 GB used,   8872.19 GFLOPS,    654.88 GOPS
126   72.45 ms run,    3.88 ms python,   68.57 ms CUDA,  663.21 loss, 0.001898 LR, 2.09 GB used,   9039.46 GFLOPS,    654.88 GOPS
127   73.03 ms run,    3.82 ms python,   69.21 ms CUDA,  671.11 loss, 0.001913 LR, 2.09 GB used,   8967.07 GFLOPS,    654.88 GOPS
128   74.44 ms run,    3.85 ms python,   70.59 ms CUDA,  650.44 loss, 0.001928 LR, 2.09 GB used,   8797.44 GFLOPS,    654.88 GOPS
129   72.41 ms run,    3.81 ms python,   68.60 ms CUDA,  632.39 loss, 0.001943 LR, 2.09 GB used,   9043.94 GFLOPS,    654.88 GOPS
130   72.90 ms run,    3.80 ms python,   69.10 ms CUDA,  650.29 loss, 0.001958 LR, 2.09 GB used,   8983.22 GFLOPS,    654.88 GOPS
131   74.47 ms run,    3.83 ms python,   70.63 ms CUDA,  649.03 loss, 0.001973 LR, 2.09 GB used,   8794.14 GFLOPS,    654.88 GOPS
132   72.30 ms run,    3.82 ms python,   68.48 ms CUDA,  668.95 loss, 0.001988 LR, 2.09 GB used,   9058.14 GFLOPS,    654.88 GOPS
133   73.29 ms run,    3.78 ms python,   69.50 ms CUDA,  650.22 loss, 0.002003 LR, 2.09 GB used,   8935.77 GFLOPS,    654.88 GOPS
134   74.41 ms run,    3.80 ms python,   70.62 ms CUDA,  655.50 loss, 0.002018 LR, 2.09 GB used,   8800.48 GFLOPS,    654.88 GOPS
135   72.58 ms run,    3.88 ms python,   68.70 ms CUDA,  652.64 loss, 0.002033 LR, 2.09 GB used,   9023.29 GFLOPS,    654.88 GOPS
136   73.25 ms run,    3.86 ms python,   69.40 ms CUDA,  685.58 loss, 0.002048 LR, 2.09 GB used,   8939.96 GFLOPS,    654.88 GOPS
137   74.10 ms run,    3.84 ms python,   70.25 ms CUDA,  669.69 loss, 0.002063 LR, 2.09 GB used,   8837.82 GFLOPS,    654.88 GOPS
138   72.44 ms run,    3.74 ms python,   68.70 ms CUDA,  670.98 loss, 0.002077 LR, 2.09 GB used,   9040.39 GFLOPS,    654.88 GOPS
139   72.87 ms run,    3.58 ms python,   69.29 ms CUDA,  672.70 loss, 0.002092 LR, 2.09 GB used,   8986.67 GFLOPS,    654.88 GOPS
140   74.41 ms run,    3.84 ms python,   70.57 ms CUDA,  694.44 loss, 0.002107 LR, 2.09 GB used,   8800.76 GFLOPS,    654.88 GOPS
141   72.46 ms run,    3.61 ms python,   68.85 ms CUDA,  673.76 loss, 0.002122 LR, 2.09 GB used,   9038.01 GFLOPS,    654.88 GOPS
142   73.37 ms run,    3.86 ms python,   69.51 ms CUDA,  681.24 loss, 0.002137 LR, 2.09 GB used,   8925.61 GFLOPS,    654.88 GOPS
143   74.59 ms run,    3.76 ms python,   70.82 ms CUDA,  667.82 loss, 0.002152 LR, 2.09 GB used,   8779.95 GFLOPS,    654.88 GOPS
144   72.73 ms run,    3.84 ms python,   68.89 ms CUDA,  651.36 loss, 0.002167 LR, 2.09 GB used,   9003.93 GFLOPS,    654.88 GOPS
145   73.13 ms run,    3.89 ms python,   69.24 ms CUDA,  640.86 loss, 0.002182 LR, 2.09 GB used,   8955.17 GFLOPS,    654.88 GOPS
146   74.26 ms run,    3.83 ms python,   70.43 ms CUDA,  666.77 loss, 0.002197 LR, 2.09 GB used,   8818.66 GFLOPS,    654.88 GOPS
147   72.57 ms run,    3.79 ms python,   68.78 ms CUDA,  663.58 loss, 0.002212 LR, 2.09 GB used,   9023.98 GFLOPS,    654.88 GOPS
148   72.94 ms run,    3.84 ms python,   69.10 ms CUDA,  659.44 loss, 0.002227 LR, 2.09 GB used,   8977.75 GFLOPS,    654.88 GOPS
149   74.16 ms run,    3.82 ms python,   70.34 ms CUDA,  651.42 loss, 0.002242 LR, 2.09 GB used,   8830.07 GFLOPS,    654.88 GOPS
150   72.77 ms run,    3.75 ms python,   69.02 ms CUDA,  659.96 loss, 0.002257 LR, 2.09 GB used,   8999.81 GFLOPS,    654.88 GOPS
151   72.87 ms run,    3.81 ms python,   69.06 ms CUDA,  645.60 loss, 0.002272 LR, 2.09 GB used,   8987.31 GFLOPS,    654.88 GOPS
152   74.59 ms run,    3.58 ms python,   71.02 ms CUDA,  676.62 loss, 0.002287 LR, 2.09 GB used,   8779.19 GFLOPS,    654.88 GOPS
153   72.82 ms run,    3.90 ms python,   68.92 ms CUDA,  704.22 loss, 0.002302 LR, 2.09 GB used,   8993.51 GFLOPS,    654.88 GOPS
154   72.82 ms run,    3.59 ms python,   69.24 ms CUDA,  676.33 loss, 0.002317 LR, 2.09 GB used,   8992.74 GFLOPS,    654.88 GOPS
155   73.81 ms run,    3.80 ms python,   70.01 ms CUDA,  672.35 loss, 0.002332 LR, 2.09 GB used,   8872.64 GFLOPS,    654.88 GOPS
156   72.53 ms run,    3.73 ms python,   68.80 ms CUDA,  673.21 loss, 0.002346 LR, 2.09 GB used,   9028.81 GFLOPS,    654.88 GOPS
157   73.06 ms run,    3.87 ms python,   69.19 ms CUDA,  687.39 loss, 0.002361 LR, 2.09 GB used,   8963.45 GFLOPS,    654.88 GOPS
158   74.64 ms run,    3.82 ms python,   70.82 ms CUDA,  657.59 loss, 0.002376 LR, 2.09 GB used,   8773.52 GFLOPS,    654.88 GOPS
159   72.67 ms run,    3.81 ms python,   68.86 ms CUDA,  640.71 loss, 0.002391 LR, 2.09 GB used,   9011.47 GFLOPS,    654.88 GOPS
160   73.03 ms run,    3.70 ms python,   69.33 ms CUDA,  653.67 loss, 0.002406 LR, 2.09 GB used,   8966.83 GFLOPS,    654.88 GOPS
161   74.30 ms run,    3.81 ms python,   70.49 ms CUDA,  650.53 loss, 0.002421 LR, 2.09 GB used,   8814.00 GFLOPS,    654.88 GOPS
162   72.69 ms run,    3.82 ms python,   68.86 ms CUDA,  652.67 loss, 0.002436 LR, 2.09 GB used,   9009.80 GFLOPS,    654.88 GOPS
163   73.02 ms run,    3.86 ms python,   69.16 ms CUDA,  660.83 loss, 0.002451 LR, 2.09 GB used,   8969.08 GFLOPS,    654.88 GOPS
164   74.18 ms run,    3.91 ms python,   70.27 ms CUDA,  688.01 loss, 0.002466 LR, 2.09 GB used,   8828.04 GFLOPS,    654.88 GOPS
165   72.90 ms run,    3.86 ms python,   69.04 ms CUDA,  666.60 loss, 0.002481 LR, 2.09 GB used,   8983.59 GFLOPS,    654.88 GOPS
166   73.17 ms run,    3.91 ms python,   69.27 ms CUDA,  710.64 loss, 0.002496 LR, 2.09 GB used,   8949.88 GFLOPS,    654.88 GOPS
167   74.03 ms run,    3.86 ms python,   70.17 ms CUDA,  666.44 loss, 0.002511 LR, 2.09 GB used,   8846.32 GFLOPS,    654.88 GOPS
168   72.56 ms run,    3.82 ms python,   68.74 ms CUDA,  667.93 loss, 0.002526 LR, 2.09 GB used,   9025.16 GFLOPS,    654.88 GOPS
169   73.29 ms run,    3.90 ms python,   69.39 ms CUDA,  663.91 loss, 0.002541 LR, 2.09 GB used,   8935.26 GFLOPS,    654.88 GOPS
170   74.27 ms run,    3.87 ms python,   70.40 ms CUDA,  670.49 loss, 0.002556 LR, 2.09 GB used,   8817.41 GFLOPS,    654.88 GOPS
