shuffling training dataset in 2644.55 ms (epoch=0)
  0 7248.16 ms run, 7247.10 ms python,    1.06 ms CUDA, 1185.37 loss, 0.000015 LR, 0.89 GB used,     90.82 GFLOPS,    658.26 GOPS
 14   72.07 ms run,    3.87 ms python,   68.20 ms CUDA, 1078.94 loss, 0.000224 LR, 2.09 GB used,   9086.63 GFLOPS,    654.88 GOPS
 15   72.52 ms run,    3.95 ms python,   68.57 ms CUDA, 1068.57 loss, 0.000239 LR, 2.09 GB used,   9030.74 GFLOPS,    654.88 GOPS
 16   74.15 ms run,    3.96 ms python,   70.19 ms CUDA, 1029.97 loss, 0.000254 LR, 2.09 GB used,   8832.29 GFLOPS,    654.88 GOPS
 17   72.09 ms run,    3.91 ms python,   68.18 ms CUDA, 1022.72 loss, 0.000269 LR, 2.09 GB used,   9083.62 GFLOPS,    654.88 GOPS
 18   72.62 ms run,    4.02 ms python,   68.60 ms CUDA,  998.01 loss, 0.000284 LR, 2.09 GB used,   9017.89 GFLOPS,    654.88 GOPS
 19   73.63 ms run,    3.96 ms python,   69.67 ms CUDA,  987.01 loss, 0.000299 LR, 2.09 GB used,   8893.69 GFLOPS,    654.88 GOPS
 20   72.10 ms run,    3.87 ms python,   68.24 ms CUDA, 1003.74 loss, 0.000314 LR, 2.09 GB used,   9082.40 GFLOPS,    654.88 GOPS
 21   72.96 ms run,    3.95 ms python,   69.02 ms CUDA,  982.17 loss, 0.000329 LR, 2.09 GB used,   8975.57 GFLOPS,    654.88 GOPS
 22   72.25 ms run,    3.92 ms python,   68.33 ms CUDA, 1002.98 loss, 0.000344 LR, 2.09 GB used,   9064.22 GFLOPS,    654.88 GOPS
 23   72.28 ms run,    3.86 ms python,   68.42 ms CUDA,  961.67 loss, 0.000359 LR, 2.09 GB used,   9060.62 GFLOPS,    654.88 GOPS
 24   72.92 ms run,    3.87 ms python,   69.05 ms CUDA,  950.50 loss, 0.000374 LR, 2.09 GB used,   8981.06 GFLOPS,    654.88 GOPS
 25   72.30 ms run,    3.94 ms python,   68.36 ms CUDA,  948.43 loss, 0.000389 LR, 2.09 GB used,   9058.15 GFLOPS,    654.88 GOPS
 26   72.38 ms run,    4.03 ms python,   68.35 ms CUDA,  945.43 loss, 0.000404 LR, 2.09 GB used,   9047.73 GFLOPS,    654.88 GOPS
 27   73.36 ms run,    3.91 ms python,   69.45 ms CUDA,  953.29 loss, 0.000418 LR, 2.09 GB used,   8926.78 GFLOPS,    654.88 GOPS
 28   72.10 ms run,    3.92 ms python,   68.18 ms CUDA,  926.72 loss, 0.000433 LR, 2.09 GB used,   9083.28 GFLOPS,    654.88 GOPS
 29   72.92 ms run,    3.80 ms python,   69.11 ms CUDA,  882.54 loss, 0.000448 LR, 2.09 GB used,   8981.36 GFLOPS,    654.88 GOPS
 30   72.87 ms run,    3.92 ms python,   68.95 ms CUDA,  875.24 loss, 0.000463 LR, 2.09 GB used,   8986.82 GFLOPS,    654.88 GOPS
 31   72.17 ms run,    3.93 ms python,   68.23 ms CUDA,  917.86 loss, 0.000478 LR, 2.09 GB used,   9074.59 GFLOPS,    654.88 GOPS
 32   72.63 ms run,    3.94 ms python,   68.69 ms CUDA,  935.34 loss, 0.000493 LR, 2.09 GB used,   9016.91 GFLOPS,    654.88 GOPS
 33   71.92 ms run,    3.70 ms python,   68.22 ms CUDA,  886.29 loss, 0.000508 LR, 2.09 GB used,   9106.03 GFLOPS,    654.88 GOPS
 34   72.85 ms run,    4.01 ms python,   68.84 ms CUDA,  885.07 loss, 0.000523 LR, 2.09 GB used,   8989.43 GFLOPS,    654.88 GOPS
 35   73.40 ms run,    3.85 ms python,   69.55 ms CUDA,  874.65 loss, 0.000538 LR, 2.09 GB used,   8921.59 GFLOPS,    654.88 GOPS
 36   72.30 ms run,    3.88 ms python,   68.42 ms CUDA,  874.90 loss, 0.000553 LR, 2.09 GB used,   9058.10 GFLOPS,    654.88 GOPS
 37   72.69 ms run,    3.90 ms python,   68.79 ms CUDA,  908.91 loss, 0.000568 LR, 2.09 GB used,   9009.03 GFLOPS,    654.88 GOPS
 38   72.86 ms run,    3.87 ms python,   68.99 ms CUDA,  880.39 loss, 0.000583 LR, 2.09 GB used,   8988.13 GFLOPS,    654.88 GOPS
 39   70.52 ms run,    3.94 ms python,   66.58 ms CUDA,  870.75 loss, 0.000598 LR, 2.09 GB used,   9287.00 GFLOPS,    654.88 GOPS
 40   72.47 ms run,    3.92 ms python,   68.55 ms CUDA,  843.06 loss, 0.000613 LR, 2.09 GB used,   9037.15 GFLOPS,    654.88 GOPS
 41   72.29 ms run,    4.15 ms python,   68.15 ms CUDA,  871.20 loss, 0.000628 LR, 2.09 GB used,   9058.64 GFLOPS,    654.88 GOPS
 42   72.58 ms run,    3.84 ms python,   68.74 ms CUDA,  877.19 loss, 0.000643 LR, 2.09 GB used,   9022.43 GFLOPS,    654.88 GOPS
 43   73.61 ms run,    3.79 ms python,   69.83 ms CUDA,  910.27 loss, 0.000658 LR, 2.09 GB used,   8896.01 GFLOPS,    654.88 GOPS
 44   72.43 ms run,    3.88 ms python,   68.55 ms CUDA,  847.39 loss, 0.000673 LR, 2.09 GB used,   9041.40 GFLOPS,    654.88 GOPS
 45   72.88 ms run,    3.91 ms python,   68.97 ms CUDA,  853.80 loss, 0.000688 LR, 2.09 GB used,   8985.39 GFLOPS,    654.88 GOPS
 46   74.34 ms run,    3.89 ms python,   70.45 ms CUDA,  850.02 loss, 0.000702 LR, 2.09 GB used,   8808.80 GFLOPS,    654.88 GOPS
 47   72.59 ms run,    3.94 ms python,   68.65 ms CUDA,  822.08 loss, 0.000717 LR, 2.09 GB used,   9021.27 GFLOPS,    654.88 GOPS
 48   73.40 ms run,    4.03 ms python,   69.37 ms CUDA,  820.11 loss, 0.000732 LR, 2.09 GB used,   8922.38 GFLOPS,    654.88 GOPS
 49   75.67 ms run,    6.48 ms python,   69.19 ms CUDA,  803.33 loss, 0.000747 LR, 2.09 GB used,   8654.41 GFLOPS,    654.88 GOPS
 50   71.85 ms run,    3.90 ms python,   67.95 ms CUDA,  788.59 loss, 0.000762 LR, 2.09 GB used,   9114.01 GFLOPS,    654.88 GOPS
 51   72.62 ms run,    3.80 ms python,   68.83 ms CUDA,  819.25 loss, 0.000777 LR, 2.09 GB used,   9017.60 GFLOPS,    654.88 GOPS
 52   74.14 ms run,    3.90 ms python,   70.24 ms CUDA,  798.29 loss, 0.000792 LR, 2.09 GB used,   8832.91 GFLOPS,    654.88 GOPS
 53   72.38 ms run,    3.93 ms python,   68.44 ms CUDA,  759.69 loss, 0.000807 LR, 2.09 GB used,   9048.39 GFLOPS,    654.88 GOPS
 54   73.02 ms run,    4.01 ms python,   69.01 ms CUDA,  812.85 loss, 0.000822 LR, 2.09 GB used,   8968.31 GFLOPS,    654.88 GOPS
 55   74.35 ms run,    3.99 ms python,   70.35 ms CUDA,  783.94 loss, 0.000837 LR, 2.09 GB used,   8808.64 GFLOPS,    654.88 GOPS
 56   72.30 ms run,    3.93 ms python,   68.37 ms CUDA,  797.21 loss, 0.000852 LR, 2.09 GB used,   9057.24 GFLOPS,    654.88 GOPS
 57   72.87 ms run,    3.79 ms python,   69.08 ms CUDA,  766.29 loss, 0.000867 LR, 2.09 GB used,   8986.66 GFLOPS,    654.88 GOPS
 58   73.97 ms run,    3.90 ms python,   70.08 ms CUDA,  763.95 loss, 0.000882 LR, 2.09 GB used,   8853.01 GFLOPS,    654.88 GOPS
 59   72.38 ms run,    3.90 ms python,   68.48 ms CUDA,  785.17 loss, 0.000897 LR, 2.09 GB used,   9048.17 GFLOPS,    654.88 GOPS
 60   73.15 ms run,    3.98 ms python,   69.17 ms CUDA,  757.06 loss, 0.000912 LR, 2.09 GB used,   8952.50 GFLOPS,    654.88 GOPS
 61   73.73 ms run,    3.95 ms python,   69.78 ms CUDA,  779.23 loss, 0.000927 LR, 2.09 GB used,   8882.30 GFLOPS,    654.88 GOPS
 62   72.29 ms run,    3.89 ms python,   68.40 ms CUDA,  819.38 loss, 0.000942 LR, 2.09 GB used,   9059.55 GFLOPS,    654.88 GOPS
 63   73.10 ms run,    4.00 ms python,   69.11 ms CUDA,  806.86 loss, 0.000957 LR, 2.09 GB used,   8958.21 GFLOPS,    654.88 GOPS
 64   72.67 ms run,    3.94 ms python,   68.73 ms CUDA,  787.92 loss, 0.000971 LR, 2.09 GB used,   9012.00 GFLOPS,    654.88 GOPS
 65   72.30 ms run,    3.88 ms python,   68.42 ms CUDA,  774.64 loss, 0.000986 LR, 2.09 GB used,   9058.42 GFLOPS,    654.88 GOPS
 66   72.84 ms run,    3.76 ms python,   69.07 ms CUDA,  768.70 loss, 0.001001 LR, 2.09 GB used,   8991.09 GFLOPS,    654.88 GOPS
 67   72.54 ms run,    3.91 ms python,   68.63 ms CUDA,  743.81 loss, 0.001016 LR, 2.09 GB used,   9027.89 GFLOPS,    654.88 GOPS
 68   72.93 ms run,    3.68 ms python,   69.25 ms CUDA,  765.79 loss, 0.001031 LR, 2.09 GB used,   8980.06 GFLOPS,    654.88 GOPS
 69   74.02 ms run,    3.92 ms python,   70.10 ms CUDA,  778.99 loss, 0.001046 LR, 2.09 GB used,   8846.97 GFLOPS,    654.88 GOPS
 70   72.39 ms run,    3.79 ms python,   68.60 ms CUDA,  754.42 loss, 0.001061 LR, 2.09 GB used,   9046.64 GFLOPS,    654.88 GOPS
 71   72.83 ms run,    3.91 ms python,   68.93 ms CUDA,  750.47 loss, 0.001076 LR, 2.09 GB used,   8991.68 GFLOPS,    654.88 GOPS
 72   74.05 ms run,    3.91 ms python,   70.15 ms CUDA,  752.80 loss, 0.001091 LR, 2.09 GB used,   8843.19 GFLOPS,    654.88 GOPS
 73   72.69 ms run,    3.92 ms python,   68.77 ms CUDA,  781.98 loss, 0.001106 LR, 2.09 GB used,   9009.24 GFLOPS,    654.88 GOPS
 74   72.71 ms run,    3.92 ms python,   68.79 ms CUDA,  753.12 loss, 0.001121 LR, 2.09 GB used,   9006.43 GFLOPS,    654.88 GOPS
 75   74.19 ms run,    3.92 ms python,   70.27 ms CUDA,  739.17 loss, 0.001136 LR, 2.09 GB used,   8826.66 GFLOPS,    654.88 GOPS
 76   72.75 ms run,    3.92 ms python,   68.83 ms CUDA,  746.60 loss, 0.001151 LR, 2.09 GB used,   9002.12 GFLOPS,    654.88 GOPS
 77   73.03 ms run,    3.72 ms python,   69.31 ms CUDA,  719.02 loss, 0.001166 LR, 2.09 GB used,   8967.76 GFLOPS,    654.88 GOPS
 78   74.57 ms run,    3.86 ms python,   70.71 ms CUDA,  726.95 loss, 0.001181 LR, 2.09 GB used,   8782.50 GFLOPS,    654.88 GOPS
 79   72.73 ms run,    3.79 ms python,   68.94 ms CUDA,  738.33 loss, 0.001196 LR, 2.09 GB used,   9004.20 GFLOPS,    654.88 GOPS
 80   73.36 ms run,    3.92 ms python,   69.44 ms CUDA,  734.84 loss, 0.001211 LR, 2.09 GB used,   8926.71 GFLOPS,    654.88 GOPS
 81   74.17 ms run,    3.84 ms python,   70.33 ms CUDA,  702.56 loss, 0.001226 LR, 2.09 GB used,   8829.59 GFLOPS,    654.88 GOPS
 82   72.65 ms run,    3.87 ms python,   68.78 ms CUDA,  720.51 loss, 0.001240 LR, 2.09 GB used,   9014.07 GFLOPS,    654.88 GOPS
 83   72.87 ms run,    3.95 ms python,   68.92 ms CUDA,  723.37 loss, 0.001255 LR, 2.09 GB used,   8986.90 GFLOPS,    654.88 GOPS
 84   74.36 ms run,    3.97 ms python,   70.39 ms CUDA,  699.89 loss, 0.001270 LR, 2.09 GB used,   8807.22 GFLOPS,    654.88 GOPS
 85   72.89 ms run,    3.87 ms python,   69.02 ms CUDA,  688.63 loss, 0.001285 LR, 2.09 GB used,   8984.29 GFLOPS,    654.88 GOPS
 86   72.96 ms run,    3.91 ms python,   69.05 ms CUDA,  710.91 loss, 0.001300 LR, 2.09 GB used,   8975.49 GFLOPS,    654.88 GOPS
 87   74.18 ms run,    3.98 ms python,   70.20 ms CUDA,  724.09 loss, 0.001315 LR, 2.09 GB used,   8828.62 GFLOPS,    654.88 GOPS
 88   72.80 ms run,    3.95 ms python,   68.85 ms CUDA,  736.71 loss, 0.001330 LR, 2.09 GB used,   8995.33 GFLOPS,    654.88 GOPS
 89   73.15 ms run,    3.93 ms python,   69.23 ms CUDA,  702.19 loss, 0.001345 LR, 2.09 GB used,   8951.96 GFLOPS,    654.88 GOPS
 90   74.17 ms run,    3.89 ms python,   70.28 ms CUDA,  693.36 loss, 0.001360 LR, 2.09 GB used,   8829.35 GFLOPS,    654.88 GOPS
 91   72.78 ms run,    3.87 ms python,   68.91 ms CUDA,  758.85 loss, 0.001375 LR, 2.09 GB used,   8997.98 GFLOPS,    654.88 GOPS
 92   73.04 ms run,    3.79 ms python,   69.25 ms CUDA,  707.37 loss, 0.001390 LR, 2.09 GB used,   8965.93 GFLOPS,    654.88 GOPS
 93   73.96 ms run,    3.83 ms python,   70.13 ms CUDA,  706.55 loss, 0.001405 LR, 2.09 GB used,   8854.79 GFLOPS,    654.88 GOPS
 94   72.53 ms run,    3.82 ms python,   68.72 ms CUDA,  722.30 loss, 0.001420 LR, 2.09 GB used,   9029.00 GFLOPS,    654.88 GOPS
 95   73.01 ms run,    3.94 ms python,   69.07 ms CUDA,  710.65 loss, 0.001435 LR, 2.09 GB used,   8970.03 GFLOPS,    654.88 GOPS
 96   74.11 ms run,    3.74 ms python,   70.37 ms CUDA,  693.79 loss, 0.001450 LR, 2.09 GB used,   8837.03 GFLOPS,    654.88 GOPS
 97   72.88 ms run,    3.90 ms python,   68.98 ms CUDA,  669.75 loss, 0.001465 LR, 2.09 GB used,   8985.41 GFLOPS,    654.88 GOPS
shuffling training dataset in 1841.53 ms (epoch=1)
 98 1909.61 ms run, 1845.90 ms python,   63.71 ms CUDA,  716.43 loss, 0.001480 LR, 2.09 GB used,    343.72 GFLOPS,    656.38 GOPS
 99   72.48 ms run,    4.35 ms python,   68.13 ms CUDA,  721.54 loss, 0.001495 LR, 2.09 GB used,   9035.11 GFLOPS,    654.88 GOPS
100   72.10 ms run,    4.13 ms python,   67.96 ms CUDA,  693.70 loss, 0.001510 LR, 2.09 GB used,   9083.45 GFLOPS,    654.88 GOPS
101   71.85 ms run,    3.99 ms python,   67.85 ms CUDA,  739.90 loss, 0.001524 LR, 2.09 GB used,   9114.91 GFLOPS,    654.88 GOPS
102   72.49 ms run,    3.99 ms python,   68.50 ms CUDA,  697.12 loss, 0.001539 LR, 2.09 GB used,   9033.79 GFLOPS,    654.88 GOPS
103   73.09 ms run,    4.02 ms python,   69.07 ms CUDA,  680.19 loss, 0.001554 LR, 2.09 GB used,   8960.37 GFLOPS,    654.88 GOPS
104   74.15 ms run,    4.01 ms python,   70.14 ms CUDA,  677.33 loss, 0.001569 LR, 2.09 GB used,   8832.36 GFLOPS,    654.88 GOPS
105   73.01 ms run,    4.00 ms python,   69.00 ms CUDA,  685.60 loss, 0.001584 LR, 2.09 GB used,   8970.18 GFLOPS,    654.88 GOPS
106   73.15 ms run,    4.04 ms python,   69.11 ms CUDA,  704.08 loss, 0.001599 LR, 2.09 GB used,   8952.74 GFLOPS,    654.88 GOPS
107   74.31 ms run,    3.87 ms python,   70.44 ms CUDA,  672.32 loss, 0.001614 LR, 2.09 GB used,   8813.28 GFLOPS,    654.88 GOPS
108   72.64 ms run,    3.83 ms python,   68.80 ms CUDA,  672.62 loss, 0.001629 LR, 2.09 GB used,   9015.71 GFLOPS,    654.88 GOPS
109   72.90 ms run,    3.82 ms python,   69.08 ms CUDA,  675.35 loss, 0.001644 LR, 2.09 GB used,   8983.23 GFLOPS,    654.88 GOPS
110   73.86 ms run,    3.93 ms python,   69.93 ms CUDA,  691.99 loss, 0.001659 LR, 2.09 GB used,   8866.44 GFLOPS,    654.88 GOPS
111   72.63 ms run,    3.92 ms python,   68.70 ms CUDA,  677.98 loss, 0.001674 LR, 2.09 GB used,   9017.10 GFLOPS,    654.88 GOPS
112   72.94 ms run,    3.71 ms python,   69.23 ms CUDA,  699.09 loss, 0.001689 LR, 2.09 GB used,   8977.85 GFLOPS,    654.88 GOPS
113   74.78 ms run,    3.98 ms python,   70.80 ms CUDA,  698.86 loss, 0.001704 LR, 2.09 GB used,   8757.37 GFLOPS,    654.88 GOPS
114   72.43 ms run,    3.74 ms python,   68.69 ms CUDA,  687.59 loss, 0.001719 LR, 2.09 GB used,   9041.47 GFLOPS,    654.88 GOPS
115   73.03 ms run,    3.96 ms python,   69.07 ms CUDA,  684.41 loss, 0.001734 LR, 2.09 GB used,   8967.43 GFLOPS,    654.88 GOPS
116   74.36 ms run,    3.82 ms python,   70.54 ms CUDA,  668.07 loss, 0.001749 LR, 2.09 GB used,   8806.87 GFLOPS,    654.88 GOPS
117   72.86 ms run,    3.95 ms python,   68.92 ms CUDA,  697.00 loss, 0.001764 LR, 2.09 GB used,   8987.68 GFLOPS,    654.88 GOPS
118   72.78 ms run,    3.91 ms python,   68.87 ms CUDA,  664.11 loss, 0.001779 LR, 2.09 GB used,   8997.64 GFLOPS,    654.88 GOPS
119   74.38 ms run,    3.93 ms python,   70.45 ms CUDA,  668.74 loss, 0.001793 LR, 2.09 GB used,   8804.35 GFLOPS,    654.88 GOPS
120   72.73 ms run,    3.93 ms python,   68.79 ms CUDA,  677.39 loss, 0.001808 LR, 2.09 GB used,   9004.75 GFLOPS,    654.88 GOPS
121   72.86 ms run,    3.88 ms python,   68.98 ms CUDA,  647.77 loss, 0.001823 LR, 2.09 GB used,   8987.78 GFLOPS,    654.88 GOPS
122   74.32 ms run,    3.91 ms python,   70.41 ms CUDA,  664.22 loss, 0.001838 LR, 2.09 GB used,   8812.15 GFLOPS,    654.88 GOPS
123   72.62 ms run,    3.79 ms python,   68.83 ms CUDA,  675.63 loss, 0.001853 LR, 2.09 GB used,   9017.45 GFLOPS,    654.88 GOPS
124   73.40 ms run,    3.92 ms python,   69.48 ms CUDA,  667.24 loss, 0.001868 LR, 2.09 GB used,   8921.89 GFLOPS,    654.88 GOPS
125   73.82 ms run,    3.75 ms python,   70.07 ms CUDA,  660.95 loss, 0.001883 LR, 2.09 GB used,   8871.84 GFLOPS,    654.88 GOPS
126   72.58 ms run,    3.79 ms python,   68.79 ms CUDA,  663.21 loss, 0.001898 LR, 2.09 GB used,   9022.73 GFLOPS,    654.88 GOPS
127   73.17 ms run,    3.93 ms python,   69.24 ms CUDA,  671.11 loss, 0.001913 LR, 2.09 GB used,   8950.13 GFLOPS,    654.88 GOPS
128   74.17 ms run,    3.94 ms python,   70.23 ms CUDA,  650.44 loss, 0.001928 LR, 2.09 GB used,   8829.15 GFLOPS,    654.88 GOPS
129   72.53 ms run,    3.92 ms python,   68.61 ms CUDA,  632.39 loss, 0.001943 LR, 2.09 GB used,   9029.58 GFLOPS,    654.88 GOPS
130   73.29 ms run,    3.96 ms python,   69.33 ms CUDA,  650.29 loss, 0.001958 LR, 2.09 GB used,   8935.53 GFLOPS,    654.88 GOPS
131   74.21 ms run,    3.90 ms python,   70.30 ms CUDA,  649.03 loss, 0.001973 LR, 2.09 GB used,   8825.00 GFLOPS,    654.88 GOPS
132   72.56 ms run,    3.93 ms python,   68.63 ms CUDA,  668.95 loss, 0.001988 LR, 2.09 GB used,   9025.69 GFLOPS,    654.88 GOPS
133   73.01 ms run,    3.91 ms python,   69.10 ms CUDA,  650.22 loss, 0.002003 LR, 2.09 GB used,   8969.31 GFLOPS,    654.88 GOPS
134   74.69 ms run,    3.97 ms python,   70.72 ms CUDA,  655.50 loss, 0.002018 LR, 2.09 GB used,   8768.01 GFLOPS,    654.88 GOPS
135   72.79 ms run,    3.89 ms python,   68.89 ms CUDA,  652.64 loss, 0.002033 LR, 2.09 GB used,   8997.39 GFLOPS,    654.88 GOPS
136   72.89 ms run,    3.87 ms python,   69.02 ms CUDA,  685.58 loss, 0.002048 LR, 2.09 GB used,   8984.35 GFLOPS,    654.88 GOPS
137   74.29 ms run,    3.92 ms python,   70.37 ms CUDA,  669.69 loss, 0.002063 LR, 2.09 GB used,   8815.06 GFLOPS,    654.88 GOPS
138   72.73 ms run,    3.92 ms python,   68.81 ms CUDA,  670.98 loss, 0.002077 LR, 2.09 GB used,   9004.29 GFLOPS,    654.88 GOPS
139   73.00 ms run,    3.87 ms python,   69.13 ms CUDA,  672.70 loss, 0.002092 LR, 2.09 GB used,   8970.44 GFLOPS,    654.88 GOPS
140   74.23 ms run,    3.93 ms python,   70.30 ms CUDA,  694.44 loss, 0.002107 LR, 2.09 GB used,   8822.41 GFLOPS,    654.88 GOPS
141   72.37 ms run,    3.83 ms python,   68.54 ms CUDA,  673.76 loss, 0.002122 LR, 2.09 GB used,   9048.95 GFLOPS,    654.88 GOPS
142   73.36 ms run,    3.79 ms python,   69.57 ms CUDA,  681.24 loss, 0.002137 LR, 2.09 GB used,   8926.56 GFLOPS,    654.88 GOPS
143   74.43 ms run,    3.96 ms python,   70.47 ms CUDA,  667.82 loss, 0.002152 LR, 2.09 GB used,   8798.32 GFLOPS,    654.88 GOPS
144   72.77 ms run,    3.94 ms python,   68.82 ms CUDA,  651.36 loss, 0.002167 LR, 2.09 GB used,   8999.56 GFLOPS,    654.88 GOPS
145   73.20 ms run,    3.98 ms python,   69.22 ms CUDA,  640.86 loss, 0.002182 LR, 2.09 GB used,   8946.24 GFLOPS,    654.88 GOPS
146   73.87 ms run,    3.79 ms python,   70.09 ms CUDA,  666.77 loss, 0.002197 LR, 2.09 GB used,   8865.06 GFLOPS,    654.88 GOPS
147   72.67 ms run,    3.92 ms python,   68.75 ms CUDA,  663.58 loss, 0.002212 LR, 2.09 GB used,   9011.11 GFLOPS,    654.88 GOPS
148   73.51 ms run,    3.91 ms python,   69.60 ms CUDA,  659.44 loss, 0.002227 LR, 2.09 GB used,   8908.63 GFLOPS,    654.88 GOPS
149   74.07 ms run,    3.98 ms python,   70.09 ms CUDA,  651.42 loss, 0.002242 LR, 2.09 GB used,   8841.88 GFLOPS,    654.88 GOPS
150   72.60 ms run,    3.95 ms python,   68.65 ms CUDA,  659.96 loss, 0.002257 LR, 2.09 GB used,   9020.50 GFLOPS,    654.88 GOPS
151   73.24 ms run,    3.93 ms python,   69.31 ms CUDA,  645.60 loss, 0.002272 LR, 2.09 GB used,   8941.29 GFLOPS,    654.88 GOPS
152   74.19 ms run,    3.94 ms python,   70.25 ms CUDA,  676.62 loss, 0.002287 LR, 2.09 GB used,   8827.48 GFLOPS,    654.88 GOPS
153   72.82 ms run,    3.97 ms python,   68.85 ms CUDA,  704.22 loss, 0.002302 LR, 2.09 GB used,   8993.40 GFLOPS,    654.88 GOPS
154   73.14 ms run,    3.94 ms python,   69.20 ms CUDA,  676.33 loss, 0.002317 LR, 2.09 GB used,   8953.34 GFLOPS,    654.88 GOPS
155   73.58 ms run,    3.84 ms python,   69.73 ms CUDA,  672.35 loss, 0.002332 LR, 2.09 GB used,   8900.59 GFLOPS,    654.88 GOPS
156   72.76 ms run,    3.95 ms python,   68.81 ms CUDA,  673.21 loss, 0.002346 LR, 2.09 GB used,   9000.09 GFLOPS,    654.88 GOPS
157   73.05 ms run,    3.97 ms python,   69.08 ms CUDA,  687.39 loss, 0.002361 LR, 2.09 GB used,   8965.27 GFLOPS,    654.88 GOPS
158   74.40 ms run,    3.97 ms python,   70.43 ms CUDA,  657.59 loss, 0.002376 LR, 2.09 GB used,   8801.68 GFLOPS,    654.88 GOPS
159   72.59 ms run,    3.79 ms python,   68.80 ms CUDA,  640.71 loss, 0.002391 LR, 2.09 GB used,   9021.06 GFLOPS,    654.88 GOPS
160   73.15 ms run,    3.93 ms python,   69.22 ms CUDA,  653.67 loss, 0.002406 LR, 2.09 GB used,   8952.02 GFLOPS,    654.88 GOPS
161   74.09 ms run,    3.89 ms python,   70.20 ms CUDA,  650.53 loss, 0.002421 LR, 2.09 GB used,   8838.90 GFLOPS,    654.88 GOPS
162   72.62 ms run,    3.95 ms python,   68.67 ms CUDA,  652.67 loss, 0.002436 LR, 2.09 GB used,   9018.39 GFLOPS,    654.88 GOPS
163   73.25 ms run,    3.92 ms python,   69.32 ms CUDA,  660.83 loss, 0.002451 LR, 2.09 GB used,   8940.87 GFLOPS,    654.88 GOPS
164   73.97 ms run,    3.93 ms python,   70.04 ms CUDA,  688.01 loss, 0.002466 LR, 2.09 GB used,   8853.54 GFLOPS,    654.88 GOPS
165   72.97 ms run,    3.89 ms python,   69.08 ms CUDA,  666.60 loss, 0.002481 LR, 2.09 GB used,   8974.88 GFLOPS,    654.88 GOPS
166   73.28 ms run,    3.95 ms python,   69.32 ms CUDA,  710.64 loss, 0.002496 LR, 2.09 GB used,   8936.95 GFLOPS,    654.88 GOPS
167   74.14 ms run,    3.79 ms python,   70.36 ms CUDA,  666.44 loss, 0.002511 LR, 2.09 GB used,   8832.49 GFLOPS,    654.88 GOPS
168   72.86 ms run,    3.93 ms python,   68.93 ms CUDA,  667.93 loss, 0.002526 LR, 2.09 GB used,   8988.54 GFLOPS,    654.88 GOPS
169   73.12 ms run,    3.81 ms python,   69.31 ms CUDA,  663.91 loss, 0.002541 LR, 2.09 GB used,   8955.77 GFLOPS,    654.88 GOPS
170   73.94 ms run,    3.90 ms python,   70.03 ms CUDA,  670.49 loss, 0.002556 LR, 2.09 GB used,   8857.41 GFLOPS,    654.88 GOPS
