shuffling training dataset in 81.14 ms (epoch=0)
  0 6111.70 ms run, 6110.69 ms python,    1.01 ms CUDA, 1187.85 loss, 0.000015 LR, 1.68 GB used,    116.21 GFLOPS,    710.26 GOPS
 58   75.26 ms run,    6.73 ms python,   68.53 ms CUDA,  770.33 loss, 0.000882 LR, 2.89 GB used,   8702.04 GFLOPS,    654.88 GOPS
 59   75.71 ms run,    6.96 ms python,   68.75 ms CUDA,  781.78 loss, 0.000897 LR, 2.89 GB used,   8650.39 GFLOPS,    654.88 GOPS
 60   74.79 ms run,    6.91 ms python,   67.88 ms CUDA,  810.64 loss, 0.000912 LR, 2.89 GB used,   8756.05 GFLOPS,    654.88 GOPS
 61   75.95 ms run,    6.97 ms python,   68.97 ms CUDA,  800.76 loss, 0.000927 LR, 2.89 GB used,   8623.04 GFLOPS,    654.88 GOPS
 62   75.72 ms run,    7.84 ms python,   67.88 ms CUDA,  817.49 loss, 0.000942 LR, 2.89 GB used,   8648.83 GFLOPS,    654.88 GOPS
 63   75.10 ms run,    7.00 ms python,   68.10 ms CUDA,  793.72 loss, 0.000957 LR, 2.89 GB used,   8720.02 GFLOPS,    654.88 GOPS
 64   75.71 ms run,    6.94 ms python,   68.77 ms CUDA,  798.77 loss, 0.000971 LR, 2.89 GB used,   8650.07 GFLOPS,    654.88 GOPS
 65   75.91 ms run,    6.66 ms python,   69.25 ms CUDA,  794.14 loss, 0.000986 LR, 2.89 GB used,   8626.64 GFLOPS,    654.88 GOPS
 66   75.04 ms run,    6.91 ms python,   68.13 ms CUDA,  786.88 loss, 0.001001 LR, 2.89 GB used,   8727.16 GFLOPS,    654.88 GOPS
 67   75.50 ms run,    6.86 ms python,   68.64 ms CUDA,  762.05 loss, 0.001016 LR, 2.89 GB used,   8673.60 GFLOPS,    654.88 GOPS
 68   75.73 ms run,    7.03 ms python,   68.70 ms CUDA,  768.87 loss, 0.001031 LR, 2.89 GB used,   8647.76 GFLOPS,    654.88 GOPS
 69   75.02 ms run,    6.98 ms python,   68.04 ms CUDA,  744.20 loss, 0.001046 LR, 2.89 GB used,   8729.86 GFLOPS,    654.88 GOPS
 70   75.68 ms run,    6.94 ms python,   68.74 ms CUDA,  752.44 loss, 0.001061 LR, 2.89 GB used,   8653.32 GFLOPS,    654.88 GOPS
 71   75.18 ms run,    6.87 ms python,   68.31 ms CUDA,  736.42 loss, 0.001076 LR, 2.89 GB used,   8710.91 GFLOPS,    654.88 GOPS
 72   75.32 ms run,    7.04 ms python,   68.27 ms CUDA,  734.97 loss, 0.001091 LR, 2.89 GB used,   8695.09 GFLOPS,    654.88 GOPS
 73   75.63 ms run,    7.14 ms python,   68.49 ms CUDA,  703.90 loss, 0.001106 LR, 2.89 GB used,   8659.31 GFLOPS,    654.88 GOPS
 74   76.27 ms run,    6.77 ms python,   69.50 ms CUDA,  747.66 loss, 0.001121 LR, 2.89 GB used,   8586.51 GFLOPS,    654.88 GOPS
 75   74.51 ms run,    6.88 ms python,   67.63 ms CUDA,  770.14 loss, 0.001136 LR, 2.89 GB used,   8789.02 GFLOPS,    654.88 GOPS
 76   75.10 ms run,    6.92 ms python,   68.18 ms CUDA,  731.96 loss, 0.001151 LR, 2.89 GB used,   8720.08 GFLOPS,    654.88 GOPS
 77   75.92 ms run,    7.01 ms python,   68.92 ms CUDA,  736.96 loss, 0.001166 LR, 2.89 GB used,   8625.63 GFLOPS,    654.88 GOPS
 78   75.53 ms run,    6.98 ms python,   68.56 ms CUDA,  721.05 loss, 0.001181 LR, 2.89 GB used,   8670.27 GFLOPS,    654.88 GOPS
 79   75.54 ms run,    6.88 ms python,   68.67 ms CUDA,  717.49 loss, 0.001196 LR, 2.89 GB used,   8668.85 GFLOPS,    654.88 GOPS
 80   75.55 ms run,    6.99 ms python,   68.56 ms CUDA,  725.94 loss, 0.001211 LR, 2.89 GB used,   8668.63 GFLOPS,    654.88 GOPS
 81   75.49 ms run,    7.00 ms python,   68.49 ms CUDA,  728.64 loss, 0.001226 LR, 2.89 GB used,   8675.05 GFLOPS,    654.88 GOPS
 82   75.52 ms run,    7.14 ms python,   68.39 ms CUDA,  721.85 loss, 0.001240 LR, 2.89 GB used,   8671.29 GFLOPS,    654.88 GOPS
 83   76.63 ms run,    6.91 ms python,   69.72 ms CUDA,  744.87 loss, 0.001255 LR, 2.89 GB used,   8546.06 GFLOPS,    654.88 GOPS
 84   74.60 ms run,    6.97 ms python,   67.64 ms CUDA,  763.84 loss, 0.001270 LR, 2.89 GB used,   8778.43 GFLOPS,    654.88 GOPS
 85   74.69 ms run,    6.73 ms python,   67.97 ms CUDA,  761.82 loss, 0.001285 LR, 2.89 GB used,   8767.65 GFLOPS,    654.88 GOPS
 86   75.55 ms run,    6.88 ms python,   68.67 ms CUDA,  717.56 loss, 0.001300 LR, 2.89 GB used,   8668.11 GFLOPS,    654.88 GOPS
 87   75.76 ms run,    6.90 ms python,   68.86 ms CUDA,  734.67 loss, 0.001315 LR, 2.89 GB used,   8643.94 GFLOPS,    654.88 GOPS
 88   75.28 ms run,    7.03 ms python,   68.26 ms CUDA,  735.22 loss, 0.001330 LR, 2.89 GB used,   8698.82 GFLOPS,    654.88 GOPS
 89   75.88 ms run,    7.62 ms python,   68.26 ms CUDA,  718.43 loss, 0.001345 LR, 2.89 GB used,   8631.02 GFLOPS,    654.88 GOPS
 90   75.46 ms run,    7.01 ms python,   68.45 ms CUDA,  714.76 loss, 0.001360 LR, 2.89 GB used,   8678.56 GFLOPS,    654.88 GOPS
 91   74.90 ms run,    6.97 ms python,   67.92 ms CUDA,  704.64 loss, 0.001375 LR, 2.89 GB used,   8743.70 GFLOPS,    654.88 GOPS
 92   76.35 ms run,    7.01 ms python,   69.34 ms CUDA,  707.62 loss, 0.001390 LR, 2.89 GB used,   8577.03 GFLOPS,    654.88 GOPS
 93   75.04 ms run,    6.94 ms python,   68.10 ms CUDA,  725.52 loss, 0.001405 LR, 2.89 GB used,   8726.89 GFLOPS,    654.88 GOPS
 94   75.21 ms run,    6.87 ms python,   68.34 ms CUDA,  725.79 loss, 0.001420 LR, 2.89 GB used,   8707.19 GFLOPS,    654.88 GOPS
 95   76.10 ms run,    7.06 ms python,   69.05 ms CUDA,  740.21 loss, 0.001435 LR, 2.89 GB used,   8604.96 GFLOPS,    654.88 GOPS
 96   75.85 ms run,    6.90 ms python,   68.95 ms CUDA,  703.56 loss, 0.001450 LR, 2.89 GB used,   8633.57 GFLOPS,    654.88 GOPS
 97   75.43 ms run,    6.94 ms python,   68.49 ms CUDA,  673.92 loss, 0.001465 LR, 2.89 GB used,   8682.32 GFLOPS,    654.88 GOPS
shuffling training dataset in 77.87 ms (epoch=1)
 98  493.91 ms run,  424.14 ms python,   69.77 ms CUDA,  709.09 loss, 0.001480 LR, 2.89 GB used,   1431.87 GFLOPS,    707.21 GOPS
 99   70.60 ms run,    2.61 ms python,   67.99 ms CUDA,  678.59 loss, 0.001495 LR, 2.89 GB used,   9275.86 GFLOPS,    654.88 GOPS
100   71.36 ms run,    2.55 ms python,   68.82 ms CUDA,  706.80 loss, 0.001510 LR, 2.89 GB used,   9176.51 GFLOPS,    654.88 GOPS
101   72.12 ms run,    2.49 ms python,   69.63 ms CUDA,  705.83 loss, 0.001524 LR, 2.89 GB used,   9080.33 GFLOPS,    654.88 GOPS
102   73.52 ms run,    2.52 ms python,   70.99 ms CUDA,  702.49 loss, 0.001539 LR, 2.89 GB used,   8907.85 GFLOPS,    654.88 GOPS
103   72.51 ms run,    2.40 ms python,   70.11 ms CUDA,  719.72 loss, 0.001554 LR, 2.89 GB used,   9031.10 GFLOPS,    654.88 GOPS
104   72.81 ms run,    2.52 ms python,   70.29 ms CUDA,  665.86 loss, 0.001569 LR, 2.89 GB used,   8994.80 GFLOPS,    654.88 GOPS
105   74.04 ms run,    2.31 ms python,   71.73 ms CUDA,  696.50 loss, 0.001584 LR, 2.89 GB used,   8844.87 GFLOPS,    654.88 GOPS
106   71.76 ms run,    2.49 ms python,   69.27 ms CUDA,  682.98 loss, 0.001599 LR, 2.89 GB used,   9126.35 GFLOPS,    654.88 GOPS
107   72.85 ms run,    2.39 ms python,   70.46 ms CUDA,  710.62 loss, 0.001614 LR, 2.89 GB used,   8989.34 GFLOPS,    654.88 GOPS
108   71.66 ms run,    2.51 ms python,   69.15 ms CUDA,  692.84 loss, 0.001629 LR, 2.89 GB used,   9138.44 GFLOPS,    654.88 GOPS
109   72.02 ms run,    2.47 ms python,   69.55 ms CUDA,  689.69 loss, 0.001644 LR, 2.89 GB used,   9092.89 GFLOPS,    654.88 GOPS
110   73.09 ms run,    2.51 ms python,   70.57 ms CUDA,  687.07 loss, 0.001659 LR, 2.89 GB used,   8960.42 GFLOPS,    654.88 GOPS
111   72.19 ms run,    2.41 ms python,   69.78 ms CUDA,  680.63 loss, 0.001674 LR, 2.89 GB used,   9071.99 GFLOPS,    654.88 GOPS
112   72.37 ms run,    2.51 ms python,   69.86 ms CUDA,  732.22 loss, 0.001689 LR, 2.89 GB used,   9048.70 GFLOPS,    654.88 GOPS
113   74.21 ms run,    2.51 ms python,   71.70 ms CUDA,  687.85 loss, 0.001704 LR, 2.89 GB used,   8824.64 GFLOPS,    654.88 GOPS
114   72.44 ms run,    2.48 ms python,   69.96 ms CUDA,  665.37 loss, 0.001719 LR, 2.89 GB used,   9039.94 GFLOPS,    654.88 GOPS
115   72.80 ms run,    2.53 ms python,   70.27 ms CUDA,  659.11 loss, 0.001734 LR, 2.89 GB used,   8995.56 GFLOPS,    654.88 GOPS
116   73.98 ms run,    2.32 ms python,   71.66 ms CUDA,  669.69 loss, 0.001749 LR, 2.89 GB used,   8852.06 GFLOPS,    654.88 GOPS
117   72.28 ms run,    2.52 ms python,   69.76 ms CUDA,  711.31 loss, 0.001764 LR, 2.89 GB used,   9060.52 GFLOPS,    654.88 GOPS
118   72.62 ms run,    2.34 ms python,   70.29 ms CUDA,  704.03 loss, 0.001779 LR, 2.89 GB used,   9017.27 GFLOPS,    654.88 GOPS
119   72.37 ms run,    2.51 ms python,   69.86 ms CUDA,  680.86 loss, 0.001793 LR, 2.89 GB used,   9049.06 GFLOPS,    654.88 GOPS
120   72.27 ms run,    2.45 ms python,   69.82 ms CUDA,  650.72 loss, 0.001808 LR, 2.89 GB used,   9060.95 GFLOPS,    654.88 GOPS
121   72.69 ms run,    2.59 ms python,   70.10 ms CUDA,  674.89 loss, 0.001823 LR, 2.89 GB used,   9009.24 GFLOPS,    654.88 GOPS
122   71.99 ms run,    2.55 ms python,   69.45 ms CUDA,  698.53 loss, 0.001838 LR, 2.89 GB used,   9096.27 GFLOPS,    654.88 GOPS
123   72.35 ms run,    2.54 ms python,   69.81 ms CUDA,  685.47 loss, 0.001853 LR, 2.89 GB used,   9051.63 GFLOPS,    654.88 GOPS
124   73.92 ms run,    2.45 ms python,   71.47 ms CUDA,  686.20 loss, 0.001868 LR, 2.89 GB used,   8859.55 GFLOPS,    654.88 GOPS
125   72.59 ms run,    2.59 ms python,   70.00 ms CUDA,  657.11 loss, 0.001883 LR, 2.89 GB used,   9021.03 GFLOPS,    654.88 GOPS
126   72.87 ms run,    2.61 ms python,   70.26 ms CUDA,  676.89 loss, 0.001898 LR, 2.89 GB used,   8987.17 GFLOPS,    654.88 GOPS
127   74.07 ms run,    2.53 ms python,   71.55 ms CUDA,  648.31 loss, 0.001913 LR, 2.89 GB used,   8841.29 GFLOPS,    654.88 GOPS
128   71.92 ms run,    2.55 ms python,   69.37 ms CUDA,  645.06 loss, 0.001928 LR, 2.89 GB used,   9106.13 GFLOPS,    654.88 GOPS
129   72.46 ms run,    2.42 ms python,   70.03 ms CUDA,  688.14 loss, 0.001943 LR, 2.89 GB used,   9038.26 GFLOPS,    654.88 GOPS
130   71.93 ms run,    2.57 ms python,   69.36 ms CUDA,  693.22 loss, 0.001958 LR, 2.89 GB used,   9104.82 GFLOPS,    654.88 GOPS
131   71.93 ms run,    2.47 ms python,   69.46 ms CUDA,  680.53 loss, 0.001973 LR, 2.89 GB used,   9104.68 GFLOPS,    654.88 GOPS
132   73.27 ms run,    2.65 ms python,   70.62 ms CUDA,  674.01 loss, 0.001988 LR, 2.89 GB used,   8938.33 GFLOPS,    654.88 GOPS
133   72.30 ms run,    2.64 ms python,   69.67 ms CUDA,  680.39 loss, 0.002003 LR, 2.89 GB used,   9057.57 GFLOPS,    654.88 GOPS
134   72.40 ms run,    2.55 ms python,   69.84 ms CUDA,  688.74 loss, 0.002018 LR, 2.89 GB used,   9045.69 GFLOPS,    654.88 GOPS
135   74.06 ms run,    2.54 ms python,   71.53 ms CUDA,  679.98 loss, 0.002033 LR, 2.89 GB used,   8841.97 GFLOPS,    654.88 GOPS
136   72.51 ms run,    2.49 ms python,   70.02 ms CUDA,  653.13 loss, 0.002048 LR, 2.89 GB used,   9031.49 GFLOPS,    654.88 GOPS
137   72.85 ms run,    2.57 ms python,   70.28 ms CUDA,  673.91 loss, 0.002063 LR, 2.89 GB used,   8989.61 GFLOPS,    654.88 GOPS
138   73.90 ms run,    2.36 ms python,   71.55 ms CUDA,  646.48 loss, 0.002077 LR, 2.89 GB used,   8861.31 GFLOPS,    654.88 GOPS
139   72.25 ms run,    2.55 ms python,   69.70 ms CUDA,  666.49 loss, 0.002092 LR, 2.89 GB used,   9063.94 GFLOPS,    654.88 GOPS
140   72.49 ms run,    2.37 ms python,   70.12 ms CUDA,  671.75 loss, 0.002107 LR, 2.89 GB used,   9033.93 GFLOPS,    654.88 GOPS
141   72.61 ms run,    2.52 ms python,   70.08 ms CUDA,  633.08 loss, 0.002122 LR, 2.89 GB used,   9019.66 GFLOPS,    654.88 GOPS
142   71.98 ms run,    2.50 ms python,   69.48 ms CUDA,  670.76 loss, 0.002137 LR, 2.89 GB used,   9097.45 GFLOPS,    654.88 GOPS
143   72.73 ms run,    2.62 ms python,   70.11 ms CUDA,  694.43 loss, 0.002152 LR, 2.89 GB used,   9004.34 GFLOPS,    654.88 GOPS
144   71.93 ms run,    2.42 ms python,   69.51 ms CUDA,  651.26 loss, 0.002167 LR, 2.89 GB used,   9104.05 GFLOPS,    654.88 GOPS
145   72.54 ms run,    2.50 ms python,   70.03 ms CUDA,  647.56 loss, 0.002182 LR, 2.89 GB used,   9028.35 GFLOPS,    654.88 GOPS
146   74.27 ms run,    2.51 ms python,   71.76 ms CUDA,  669.48 loss, 0.002197 LR, 2.89 GB used,   8817.67 GFLOPS,    654.88 GOPS
147   72.59 ms run,    2.40 ms python,   70.19 ms CUDA,  691.67 loss, 0.002212 LR, 2.89 GB used,   9022.21 GFLOPS,    654.88 GOPS
148   72.91 ms run,    2.54 ms python,   70.37 ms CUDA,  682.47 loss, 0.002227 LR, 2.89 GB used,   8982.58 GFLOPS,    654.88 GOPS
149   74.23 ms run,    2.39 ms python,   71.84 ms CUDA,  637.63 loss, 0.002242 LR, 2.89 GB used,   8822.32 GFLOPS,    654.88 GOPS
150   72.43 ms run,    2.52 ms python,   69.91 ms CUDA,  649.80 loss, 0.002257 LR, 2.89 GB used,   9041.64 GFLOPS,    654.88 GOPS
151   73.15 ms run,    2.52 ms python,   70.63 ms CUDA,  657.17 loss, 0.002272 LR, 2.89 GB used,   8952.77 GFLOPS,    654.88 GOPS
152   74.21 ms run,    2.56 ms python,   71.65 ms CUDA,  660.39 loss, 0.002287 LR, 2.89 GB used,   8824.66 GFLOPS,    654.88 GOPS
153   72.40 ms run,    2.41 ms python,   70.00 ms CUDA,  656.64 loss, 0.002302 LR, 2.89 GB used,   9045.02 GFLOPS,    654.88 GOPS
154   72.92 ms run,    2.55 ms python,   70.38 ms CUDA,  658.31 loss, 0.002317 LR, 2.89 GB used,   8980.24 GFLOPS,    654.88 GOPS
155   73.88 ms run,    2.59 ms python,   71.29 ms CUDA,  653.89 loss, 0.002332 LR, 2.89 GB used,   8864.14 GFLOPS,    654.88 GOPS
156   71.91 ms run,    2.56 ms python,   69.35 ms CUDA,  678.64 loss, 0.002346 LR, 2.89 GB used,   9106.81 GFLOPS,    654.88 GOPS
157   72.88 ms run,    2.55 ms python,   70.33 ms CUDA,  647.29 loss, 0.002361 LR, 2.89 GB used,   8985.70 GFLOPS,    654.88 GOPS
158   72.42 ms run,    2.51 ms python,   69.92 ms CUDA,  667.66 loss, 0.002376 LR, 2.89 GB used,   9042.72 GFLOPS,    654.88 GOPS
159   72.23 ms run,    2.50 ms python,   69.73 ms CUDA,  672.76 loss, 0.002391 LR, 2.89 GB used,   9066.20 GFLOPS,    654.88 GOPS
160   72.76 ms run,    2.31 ms python,   70.45 ms CUDA,  680.75 loss, 0.002406 LR, 2.89 GB used,   9000.60 GFLOPS,    654.88 GOPS
161   72.17 ms run,    2.59 ms python,   69.58 ms CUDA,  657.79 loss, 0.002421 LR, 2.89 GB used,   9074.00 GFLOPS,    654.88 GOPS
162   72.68 ms run,    2.70 ms python,   69.98 ms CUDA,  671.63 loss, 0.002436 LR, 2.89 GB used,   9010.46 GFLOPS,    654.88 GOPS
163   74.10 ms run,    2.61 ms python,   71.49 ms CUDA,  668.42 loss, 0.002451 LR, 2.89 GB used,   8837.90 GFLOPS,    654.88 GOPS
164   72.48 ms run,    2.34 ms python,   70.14 ms CUDA,  628.91 loss, 0.002466 LR, 2.89 GB used,   9035.01 GFLOPS,    654.88 GOPS
165   72.66 ms run,    2.44 ms python,   70.21 ms CUDA,  656.85 loss, 0.002481 LR, 2.89 GB used,   9013.07 GFLOPS,    654.88 GOPS
166   73.98 ms run,    2.53 ms python,   71.46 ms CUDA,  669.54 loss, 0.002496 LR, 2.89 GB used,   8851.57 GFLOPS,    654.88 GOPS
167   72.27 ms run,    2.45 ms python,   69.83 ms CUDA,  662.17 loss, 0.002511 LR, 2.89 GB used,   9060.97 GFLOPS,    654.88 GOPS
168   73.01 ms run,    2.49 ms python,   70.52 ms CUDA,  636.91 loss, 0.002526 LR, 2.89 GB used,   8970.20 GFLOPS,    654.88 GOPS
169   73.87 ms run,    2.55 ms python,   71.32 ms CUDA,  638.75 loss, 0.002541 LR, 2.89 GB used,   8865.27 GFLOPS,    654.88 GOPS
170   72.32 ms run,    2.61 ms python,   69.71 ms CUDA,  637.06 loss, 0.002556 LR, 2.89 GB used,   9054.73 GFLOPS,    654.88 GOPS
