shuffling training dataset in 79.67 ms (epoch=0)
  0 6003.44 ms run, 6002.48 ms python,    0.96 ms CUDA, 1187.85 loss, 0.000015 LR, 1.68 GB used,    118.31 GFLOPS,    710.26 GOPS
 46   75.09 ms run,    6.81 ms python,   68.28 ms CUDA,  873.50 loss, 0.000702 LR, 2.89 GB used,   8721.01 GFLOPS,    654.88 GOPS
 47   75.66 ms run,    6.91 ms python,   68.75 ms CUDA,  846.05 loss, 0.000717 LR, 2.89 GB used,   8655.44 GFLOPS,    654.88 GOPS
 48   75.97 ms run,    6.72 ms python,   69.25 ms CUDA,  839.02 loss, 0.000732 LR, 2.89 GB used,   8619.96 GFLOPS,    654.88 GOPS
 49   75.25 ms run,    6.93 ms python,   68.32 ms CUDA,  823.00 loss, 0.000747 LR, 2.89 GB used,   8702.44 GFLOPS,    654.88 GOPS
 50   75.26 ms run,    6.83 ms python,   68.43 ms CUDA,  863.94 loss, 0.000762 LR, 2.89 GB used,   8701.16 GFLOPS,    654.88 GOPS
 51   75.61 ms run,    6.89 ms python,   68.72 ms CUDA,  833.76 loss, 0.000777 LR, 2.89 GB used,   8661.31 GFLOPS,    654.88 GOPS
 52   74.80 ms run,    6.79 ms python,   68.00 ms CUDA,  821.72 loss, 0.000792 LR, 2.89 GB used,   8755.37 GFLOPS,    654.88 GOPS
 53   75.36 ms run,    6.93 ms python,   68.43 ms CUDA,  815.48 loss, 0.000807 LR, 2.89 GB used,   8689.62 GFLOPS,    654.88 GOPS
 54   75.24 ms run,    6.67 ms python,   68.57 ms CUDA,  814.97 loss, 0.000822 LR, 2.89 GB used,   8703.61 GFLOPS,    654.88 GOPS
 55   75.31 ms run,    6.90 ms python,   68.42 ms CUDA,  792.60 loss, 0.000837 LR, 2.89 GB used,   8695.29 GFLOPS,    654.88 GOPS
 56   75.14 ms run,    6.88 ms python,   68.26 ms CUDA,  800.12 loss, 0.000852 LR, 2.89 GB used,   8715.51 GFLOPS,    654.88 GOPS
 57   76.79 ms run,    7.18 ms python,   69.60 ms CUDA,  773.95 loss, 0.000867 LR, 2.89 GB used,   8528.67 GFLOPS,    654.88 GOPS
 58   74.65 ms run,    6.82 ms python,   67.84 ms CUDA,  770.33 loss, 0.000882 LR, 2.89 GB used,   8772.26 GFLOPS,    654.88 GOPS
 59   75.02 ms run,    6.94 ms python,   68.09 ms CUDA,  781.78 loss, 0.000897 LR, 2.89 GB used,   8728.84 GFLOPS,    654.88 GOPS
 60   75.35 ms run,    6.67 ms python,   68.68 ms CUDA,  810.64 loss, 0.000912 LR, 2.89 GB used,   8690.74 GFLOPS,    654.88 GOPS
 61   76.14 ms run,    6.94 ms python,   69.21 ms CUDA,  800.76 loss, 0.000927 LR, 2.89 GB used,   8600.49 GFLOPS,    654.88 GOPS
 62   74.95 ms run,    6.60 ms python,   68.35 ms CUDA,  817.49 loss, 0.000942 LR, 2.89 GB used,   8737.15 GFLOPS,    654.88 GOPS
 63   75.51 ms run,    6.84 ms python,   68.67 ms CUDA,  793.72 loss, 0.000957 LR, 2.89 GB used,   8672.76 GFLOPS,    654.88 GOPS
 64   75.75 ms run,    6.93 ms python,   68.82 ms CUDA,  798.77 loss, 0.000971 LR, 2.89 GB used,   8645.12 GFLOPS,    654.88 GOPS
 65   74.87 ms run,    6.93 ms python,   67.94 ms CUDA,  794.14 loss, 0.000986 LR, 2.89 GB used,   8746.94 GFLOPS,    654.88 GOPS
 66   75.61 ms run,    6.72 ms python,   68.89 ms CUDA,  786.88 loss, 0.001001 LR, 2.89 GB used,   8661.37 GFLOPS,    654.88 GOPS
 67   75.53 ms run,    6.89 ms python,   68.64 ms CUDA,  762.05 loss, 0.001016 LR, 2.89 GB used,   8670.28 GFLOPS,    654.88 GOPS
 68   75.51 ms run,    6.88 ms python,   68.63 ms CUDA,  768.87 loss, 0.001031 LR, 2.89 GB used,   8672.19 GFLOPS,    654.88 GOPS
 69   75.76 ms run,    6.93 ms python,   68.82 ms CUDA,  744.20 loss, 0.001046 LR, 2.89 GB used,   8644.40 GFLOPS,    654.88 GOPS
 70   76.41 ms run,    6.76 ms python,   69.65 ms CUDA,  752.44 loss, 0.001061 LR, 2.89 GB used,   8570.88 GFLOPS,    654.88 GOPS
 71   75.35 ms run,    6.77 ms python,   68.57 ms CUDA,  736.42 loss, 0.001076 LR, 2.89 GB used,   8691.66 GFLOPS,    654.88 GOPS
 72   75.55 ms run,    6.93 ms python,   68.61 ms CUDA,  734.97 loss, 0.001091 LR, 2.89 GB used,   8668.58 GFLOPS,    654.88 GOPS
 73   75.90 ms run,    7.34 ms python,   68.56 ms CUDA,  703.90 loss, 0.001106 LR, 2.89 GB used,   8627.63 GFLOPS,    654.88 GOPS
 74   75.27 ms run,    6.84 ms python,   68.43 ms CUDA,  747.66 loss, 0.001121 LR, 2.89 GB used,   8700.01 GFLOPS,    654.88 GOPS
 75   76.88 ms run,    6.83 ms python,   70.05 ms CUDA,  770.14 loss, 0.001136 LR, 2.89 GB used,   8518.36 GFLOPS,    654.88 GOPS
 76   74.85 ms run,    6.86 ms python,   67.98 ms CUDA,  731.96 loss, 0.001151 LR, 2.89 GB used,   8749.69 GFLOPS,    654.88 GOPS
 77   74.66 ms run,    6.96 ms python,   67.71 ms CUDA,  736.96 loss, 0.001166 LR, 2.89 GB used,   8770.99 GFLOPS,    654.88 GOPS
 78   75.53 ms run,    6.77 ms python,   68.76 ms CUDA,  721.05 loss, 0.001181 LR, 2.89 GB used,   8669.95 GFLOPS,    654.88 GOPS
 79   75.79 ms run,    6.58 ms python,   69.21 ms CUDA,  717.49 loss, 0.001196 LR, 2.89 GB used,   8641.08 GFLOPS,    654.88 GOPS
 80   75.43 ms run,    6.86 ms python,   68.57 ms CUDA,  725.94 loss, 0.001211 LR, 2.89 GB used,   8681.38 GFLOPS,    654.88 GOPS
 81   75.58 ms run,    6.82 ms python,   68.76 ms CUDA,  728.64 loss, 0.001226 LR, 2.89 GB used,   8664.56 GFLOPS,    654.88 GOPS
 82   75.68 ms run,    6.92 ms python,   68.76 ms CUDA,  721.85 loss, 0.001240 LR, 2.89 GB used,   8653.49 GFLOPS,    654.88 GOPS
 83   75.04 ms run,    6.99 ms python,   68.06 ms CUDA,  744.87 loss, 0.001255 LR, 2.89 GB used,   8726.74 GFLOPS,    654.88 GOPS
 84   76.72 ms run,    6.91 ms python,   69.81 ms CUDA,  763.84 loss, 0.001270 LR, 2.89 GB used,   8536.11 GFLOPS,    654.88 GOPS
 85   74.92 ms run,    6.74 ms python,   68.18 ms CUDA,  761.82 loss, 0.001285 LR, 2.89 GB used,   8741.45 GFLOPS,    654.88 GOPS
 86   75.18 ms run,    6.74 ms python,   68.44 ms CUDA,  717.56 loss, 0.001300 LR, 2.89 GB used,   8710.51 GFLOPS,    654.88 GOPS
 87   76.08 ms run,    6.84 ms python,   69.24 ms CUDA,  734.67 loss, 0.001315 LR, 2.89 GB used,   8607.96 GFLOPS,    654.88 GOPS
 88   75.68 ms run,    6.81 ms python,   68.87 ms CUDA,  735.22 loss, 0.001330 LR, 2.89 GB used,   8653.70 GFLOPS,    654.88 GOPS
 89   75.74 ms run,    7.03 ms python,   68.70 ms CUDA,  718.43 loss, 0.001345 LR, 2.89 GB used,   8646.94 GFLOPS,    654.88 GOPS
 90   75.36 ms run,    6.80 ms python,   68.56 ms CUDA,  714.76 loss, 0.001360 LR, 2.89 GB used,   8689.78 GFLOPS,    654.88 GOPS
 91   75.25 ms run,    6.84 ms python,   68.41 ms CUDA,  704.64 loss, 0.001375 LR, 2.89 GB used,   8702.38 GFLOPS,    654.88 GOPS
 92   75.36 ms run,    6.92 ms python,   68.43 ms CUDA,  707.62 loss, 0.001390 LR, 2.89 GB used,   8690.44 GFLOPS,    654.88 GOPS
 93   76.59 ms run,    6.51 ms python,   70.08 ms CUDA,  725.52 loss, 0.001405 LR, 2.89 GB used,   8550.25 GFLOPS,    654.88 GOPS
 94   74.57 ms run,    6.77 ms python,   67.80 ms CUDA,  725.79 loss, 0.001420 LR, 2.89 GB used,   8781.66 GFLOPS,    654.88 GOPS
 95   74.91 ms run,    6.93 ms python,   67.98 ms CUDA,  740.21 loss, 0.001435 LR, 2.89 GB used,   8742.40 GFLOPS,    654.88 GOPS
 96   76.02 ms run,    6.96 ms python,   69.06 ms CUDA,  703.56 loss, 0.001450 LR, 2.89 GB used,   8614.79 GFLOPS,    654.88 GOPS
 97   75.77 ms run,    6.87 ms python,   68.90 ms CUDA,  673.92 loss, 0.001465 LR, 2.89 GB used,   8642.65 GFLOPS,    654.88 GOPS
shuffling training dataset in 76.49 ms (epoch=1)
 98  490.83 ms run,  419.97 ms python,   70.86 ms CUDA,  709.09 loss, 0.001480 LR, 2.89 GB used,   1440.86 GFLOPS,    707.21 GOPS
 99   71.46 ms run,    2.71 ms python,   68.75 ms CUDA,  678.59 loss, 0.001495 LR, 2.89 GB used,   9164.34 GFLOPS,    654.88 GOPS
100   73.23 ms run,    2.53 ms python,   70.69 ms CUDA,  706.80 loss, 0.001510 LR, 2.89 GB used,   8943.19 GFLOPS,    654.88 GOPS
101   71.96 ms run,    2.50 ms python,   69.45 ms CUDA,  705.83 loss, 0.001524 LR, 2.89 GB used,   9100.90 GFLOPS,    654.88 GOPS
102   72.61 ms run,    2.54 ms python,   70.08 ms CUDA,  702.49 loss, 0.001539 LR, 2.89 GB used,   9018.88 GFLOPS,    654.88 GOPS
103   71.90 ms run,    2.56 ms python,   69.34 ms CUDA,  719.72 loss, 0.001554 LR, 2.89 GB used,   9108.63 GFLOPS,    654.88 GOPS
104   72.34 ms run,    2.54 ms python,   69.79 ms CUDA,  665.86 loss, 0.001569 LR, 2.89 GB used,   9053.21 GFLOPS,    654.88 GOPS
105   73.23 ms run,    2.50 ms python,   70.73 ms CUDA,  696.50 loss, 0.001584 LR, 2.89 GB used,   8942.70 GFLOPS,    654.88 GOPS
106   72.34 ms run,    2.51 ms python,   69.82 ms CUDA,  682.98 loss, 0.001599 LR, 2.89 GB used,   9053.31 GFLOPS,    654.88 GOPS
107   72.71 ms run,    2.46 ms python,   70.25 ms CUDA,  710.62 loss, 0.001614 LR, 2.89 GB used,   9006.24 GFLOPS,    654.88 GOPS
108   74.25 ms run,    2.51 ms python,   71.73 ms CUDA,  692.84 loss, 0.001629 LR, 2.89 GB used,   8820.43 GFLOPS,    654.88 GOPS
109   71.92 ms run,    2.38 ms python,   69.54 ms CUDA,  689.69 loss, 0.001644 LR, 2.89 GB used,   9105.43 GFLOPS,    654.88 GOPS
110   72.76 ms run,    2.52 ms python,   70.24 ms CUDA,  687.07 loss, 0.001659 LR, 2.89 GB used,   9000.71 GFLOPS,    654.88 GOPS
111   73.32 ms run,    2.39 ms python,   70.94 ms CUDA,  680.63 loss, 0.001674 LR, 2.89 GB used,   8931.26 GFLOPS,    654.88 GOPS
112   72.17 ms run,    2.52 ms python,   69.65 ms CUDA,  732.22 loss, 0.001689 LR, 2.89 GB used,   9073.77 GFLOPS,    654.88 GOPS
113   72.81 ms run,    2.46 ms python,   70.35 ms CUDA,  687.85 loss, 0.001704 LR, 2.89 GB used,   8994.26 GFLOPS,    654.88 GOPS
114   71.72 ms run,    2.53 ms python,   69.20 ms CUDA,  665.37 loss, 0.001719 LR, 2.89 GB used,   9130.61 GFLOPS,    654.88 GOPS
115   72.41 ms run,    2.37 ms python,   70.04 ms CUDA,  659.11 loss, 0.001734 LR, 2.89 GB used,   9043.98 GFLOPS,    654.88 GOPS
116   73.80 ms run,    2.44 ms python,   71.36 ms CUDA,  669.69 loss, 0.001749 LR, 2.89 GB used,   8873.43 GFLOPS,    654.88 GOPS
117   72.23 ms run,    2.49 ms python,   69.74 ms CUDA,  711.31 loss, 0.001764 LR, 2.89 GB used,   9066.56 GFLOPS,    654.88 GOPS
118   72.82 ms run,    2.56 ms python,   70.26 ms CUDA,  704.03 loss, 0.001779 LR, 2.89 GB used,   8992.80 GFLOPS,    654.88 GOPS
119   74.25 ms run,    2.52 ms python,   71.73 ms CUDA,  680.86 loss, 0.001793 LR, 2.89 GB used,   8819.91 GFLOPS,    654.88 GOPS
120   72.51 ms run,    2.57 ms python,   69.95 ms CUDA,  650.72 loss, 0.001808 LR, 2.89 GB used,   9031.10 GFLOPS,    654.88 GOPS
121   72.62 ms run,    2.64 ms python,   69.97 ms CUDA,  674.89 loss, 0.001823 LR, 2.89 GB used,   9018.30 GFLOPS,    654.88 GOPS
122   74.25 ms run,    2.40 ms python,   71.85 ms CUDA,  698.53 loss, 0.001838 LR, 2.89 GB used,   8820.11 GFLOPS,    654.88 GOPS
123   72.29 ms run,    2.51 ms python,   69.78 ms CUDA,  685.47 loss, 0.001853 LR, 2.89 GB used,   9059.51 GFLOPS,    654.88 GOPS
124   72.55 ms run,    2.43 ms python,   70.12 ms CUDA,  686.20 loss, 0.001868 LR, 2.89 GB used,   9026.80 GFLOPS,    654.88 GOPS
125   73.75 ms run,    2.53 ms python,   71.22 ms CUDA,  657.11 loss, 0.001883 LR, 2.89 GB used,   8879.19 GFLOPS,    654.88 GOPS
126   72.39 ms run,    2.53 ms python,   69.85 ms CUDA,  676.89 loss, 0.001898 LR, 2.89 GB used,   9046.97 GFLOPS,    654.88 GOPS
127   72.80 ms run,    2.52 ms python,   70.28 ms CUDA,  648.31 loss, 0.001913 LR, 2.89 GB used,   8995.85 GFLOPS,    654.88 GOPS
128   72.81 ms run,    2.51 ms python,   70.30 ms CUDA,  645.06 loss, 0.001928 LR, 2.89 GB used,   8993.89 GFLOPS,    654.88 GOPS
129   72.16 ms run,    2.40 ms python,   69.76 ms CUDA,  688.14 loss, 0.001943 LR, 2.89 GB used,   9075.77 GFLOPS,    654.88 GOPS
130   72.72 ms run,    2.44 ms python,   70.28 ms CUDA,  693.22 loss, 0.001958 LR, 2.89 GB used,   9005.74 GFLOPS,    654.88 GOPS
131   71.83 ms run,    2.35 ms python,   69.48 ms CUDA,  680.53 loss, 0.001973 LR, 2.89 GB used,   9117.05 GFLOPS,    654.88 GOPS
132   72.41 ms run,    2.55 ms python,   69.87 ms CUDA,  674.01 loss, 0.001988 LR, 2.89 GB used,   9043.61 GFLOPS,    654.88 GOPS
133   74.24 ms run,    2.52 ms python,   71.72 ms CUDA,  680.39 loss, 0.002003 LR, 2.89 GB used,   8821.36 GFLOPS,    654.88 GOPS
134   72.53 ms run,    2.51 ms python,   70.02 ms CUDA,  688.74 loss, 0.002018 LR, 2.89 GB used,   9029.48 GFLOPS,    654.88 GOPS
135   72.87 ms run,    2.53 ms python,   70.33 ms CUDA,  679.98 loss, 0.002033 LR, 2.89 GB used,   8987.27 GFLOPS,    654.88 GOPS
136   71.62 ms run,    2.55 ms python,   69.07 ms CUDA,  653.13 loss, 0.002048 LR, 2.89 GB used,   9144.03 GFLOPS,    654.88 GOPS
137   72.00 ms run,    2.48 ms python,   69.52 ms CUDA,  673.91 loss, 0.002063 LR, 2.89 GB used,   9096.14 GFLOPS,    654.88 GOPS
138   72.51 ms run,    2.46 ms python,   70.06 ms CUDA,  646.48 loss, 0.002077 LR, 2.89 GB used,   9030.99 GFLOPS,    654.88 GOPS
139   72.13 ms run,    2.56 ms python,   69.57 ms CUDA,  666.49 loss, 0.002092 LR, 2.89 GB used,   9079.40 GFLOPS,    654.88 GOPS
140   72.40 ms run,    2.51 ms python,   69.90 ms CUDA,  671.75 loss, 0.002107 LR, 2.89 GB used,   9044.74 GFLOPS,    654.88 GOPS
141   74.08 ms run,    2.56 ms python,   71.52 ms CUDA,  633.08 loss, 0.002122 LR, 2.89 GB used,   8840.34 GFLOPS,    654.88 GOPS
142   72.31 ms run,    2.40 ms python,   69.91 ms CUDA,  670.76 loss, 0.002137 LR, 2.89 GB used,   9056.17 GFLOPS,    654.88 GOPS
143   72.88 ms run,    2.53 ms python,   70.35 ms CUDA,  694.43 loss, 0.002152 LR, 2.89 GB used,   8986.18 GFLOPS,    654.88 GOPS
144   74.48 ms run,    2.34 ms python,   72.13 ms CUDA,  651.26 loss, 0.002167 LR, 2.89 GB used,   8793.06 GFLOPS,    654.88 GOPS
145   72.74 ms run,    2.55 ms python,   70.19 ms CUDA,  647.56 loss, 0.002182 LR, 2.89 GB used,   9003.34 GFLOPS,    654.88 GOPS
146   73.08 ms run,    2.61 ms python,   70.47 ms CUDA,  669.48 loss, 0.002197 LR, 2.89 GB used,   8961.17 GFLOPS,    654.88 GOPS
147   74.49 ms run,    2.63 ms python,   71.85 ms CUDA,  691.67 loss, 0.002212 LR, 2.89 GB used,   8792.07 GFLOPS,    654.88 GOPS
148   72.72 ms run,    2.48 ms python,   70.25 ms CUDA,  682.47 loss, 0.002227 LR, 2.89 GB used,   9005.42 GFLOPS,    654.88 GOPS
149   72.52 ms run,    2.56 ms python,   69.97 ms CUDA,  637.63 loss, 0.002242 LR, 2.89 GB used,   9029.72 GFLOPS,    654.88 GOPS
150   74.41 ms run,    2.32 ms python,   72.10 ms CUDA,  649.80 loss, 0.002257 LR, 2.89 GB used,   8800.80 GFLOPS,    654.88 GOPS
151   72.67 ms run,    2.52 ms python,   70.14 ms CUDA,  657.17 loss, 0.002272 LR, 2.89 GB used,   9012.25 GFLOPS,    654.88 GOPS
152   73.10 ms run,    2.54 ms python,   70.56 ms CUDA,  660.39 loss, 0.002287 LR, 2.89 GB used,   8959.27 GFLOPS,    654.88 GOPS
153   73.81 ms run,    2.39 ms python,   71.42 ms CUDA,  656.64 loss, 0.002302 LR, 2.89 GB used,   8871.92 GFLOPS,    654.88 GOPS
154   72.72 ms run,    2.53 ms python,   70.18 ms CUDA,  658.31 loss, 0.002317 LR, 2.89 GB used,   9005.54 GFLOPS,    654.88 GOPS
155   73.12 ms run,    2.38 ms python,   70.74 ms CUDA,  653.89 loss, 0.002332 LR, 2.89 GB used,   8955.65 GFLOPS,    654.88 GOPS
156   74.69 ms run,    2.61 ms python,   72.08 ms CUDA,  678.64 loss, 0.002346 LR, 2.89 GB used,   8768.41 GFLOPS,    654.88 GOPS
157   72.55 ms run,    2.60 ms python,   69.95 ms CUDA,  647.29 loss, 0.002361 LR, 2.89 GB used,   9026.38 GFLOPS,    654.88 GOPS
158   73.03 ms run,    2.59 ms python,   70.44 ms CUDA,  667.66 loss, 0.002376 LR, 2.89 GB used,   8967.43 GFLOPS,    654.88 GOPS
159   74.41 ms run,    2.54 ms python,   71.88 ms CUDA,  672.76 loss, 0.002391 LR, 2.89 GB used,   8800.39 GFLOPS,    654.88 GOPS
160   72.72 ms run,    2.62 ms python,   70.10 ms CUDA,  680.75 loss, 0.002406 LR, 2.89 GB used,   9005.73 GFLOPS,    654.88 GOPS
161   73.05 ms run,    2.59 ms python,   70.46 ms CUDA,  657.79 loss, 0.002421 LR, 2.89 GB used,   8965.08 GFLOPS,    654.88 GOPS
162   74.06 ms run,    2.53 ms python,   71.53 ms CUDA,  671.63 loss, 0.002436 LR, 2.89 GB used,   8842.30 GFLOPS,    654.88 GOPS
163   72.65 ms run,    2.51 ms python,   70.14 ms CUDA,  668.42 loss, 0.002451 LR, 2.89 GB used,   9014.32 GFLOPS,    654.88 GOPS
164   73.24 ms run,    2.61 ms python,   70.63 ms CUDA,  628.91 loss, 0.002466 LR, 2.89 GB used,   8941.96 GFLOPS,    654.88 GOPS
165   74.09 ms run,    2.56 ms python,   71.53 ms CUDA,  656.85 loss, 0.002481 LR, 2.89 GB used,   8838.51 GFLOPS,    654.88 GOPS
166   72.52 ms run,    2.46 ms python,   70.06 ms CUDA,  669.54 loss, 0.002496 LR, 2.89 GB used,   9030.82 GFLOPS,    654.88 GOPS
167   73.24 ms run,    2.37 ms python,   70.87 ms CUDA,  662.17 loss, 0.002511 LR, 2.89 GB used,   8941.93 GFLOPS,    654.88 GOPS
168   74.38 ms run,    2.53 ms python,   71.85 ms CUDA,  636.91 loss, 0.002526 LR, 2.89 GB used,   8804.23 GFLOPS,    654.88 GOPS
169   72.53 ms run,    2.47 ms python,   70.05 ms CUDA,  638.75 loss, 0.002541 LR, 2.89 GB used,   9029.29 GFLOPS,    654.88 GOPS
170   72.59 ms run,    2.38 ms python,   70.21 ms CUDA,  637.06 loss, 0.002556 LR, 2.89 GB used,   9021.12 GFLOPS,    654.88 GOPS
